Label M_f Ep_x Ep_y Ep_z Ev_x Ev_y Ev_z t_t m_0 |Delta_a| |Delta_e| cos(Delta_i) Delta_Omega Delta_omega Delta_theta v0 alpha0 beta0 v1 alpha1 beta1 t0 t_t i alphai betai i alphai betai i alphai betai i alphai betai i alphai betai i alphai betai i alphai betai i alphai betai i alphai betai i alphai betai i alphai betai
0.0 57.50858755103707 -25683102.59077072 13170953.917541504 -3356823.4179436266 -2618.1696612530395 6761.965829902676 296.68743446460195 112806869.44475675 804.5085875510371 47142803013.16101 0.20340092473482763 0.9997863559368192 2.989792150040889 -1.1175343006488756 -0.45923247680563994 1839.766715687641 2.980467998631498 3.5589046811346052 2825.2301067744293 2.368248652419358 0.2664372290887697 8075.222787906515 112806869.44475675 0.11982700215034957 -0.023090185912249962 -0.10861891859162115 0.8337079885845831 -0.24469040495389627 -0.4996196470016099 0.7918041258099923 -1.7639028315648835 -0.03750085372814706 0.11229282482590161 -0.2493166313742644 -0.004572024235495668 0.13310412936930882 -0.13428341830813156 -0.16836180661847192 2.347278777484752e-15 0.0 0.0 1.0638047072299753e-15 0.0 0.0 6.865632832599833e-16 0.0 0.0 8.977895659183655e-16 0.0 0.0 7.879691287357288e-16 0.0 0.0 3.5321931225643392e-15 0.0 0.0
0.0 21.829113132798852 -40451269.96142578 13887774.785736084 -24121405.88146019 8306.261522762865 -1280.3738634854417 112.92889967396141 21626016.251223337 768.8291131327989 23083597579.725525 0.2925097050598368 0.9993599110942821 3.428212077787746 -3.7712862253209867 3.99941638009245 1563.7170431971733 0.4584249199050403 0.08922045181133272 4270.696671590909 6.181707448778163 0.01372968183182095 7422.007101138144 21626016.251223337 0.8285514652981559 1.5276124066812082 -0.910456596297475 0.9681301171567298 1.922687132910061 -1.1784741406388244 0.8330731434811375 -1.2700103085129186 -2.5950678129980083 0.6580930243859524 -1.8022984364822128 -1.2724000483636349 0.7449927936939124 -1.4433949992454789 -1.2183350123070589 3.561880302576811e-20 0.0 0.0 1.4131959487344646e-17 0.0 0.0 8.657183969037743e-17 0.0 0.0 1.33513166921472e-16 0.0 0.0 1.9377447177927916e-17 0.0 0.0 2.310598726975535e-18 0.0 0.0
0.0 42.707911263816186 20866487351.66281 -1543780129.0644302 -3708617715.8332853 178.88260681331485 -352.6879936761252 199.02464633719677 42086282.73380078 789.7079112638162 73131472917.4098 0.08773437442244128 0.9994676538069642 4.053680778179365 -3.006636996838763 0.13357984894747288 1708.316660013412 0.0 6.283185307179586 1402.1301965768575 6.283185307179586 0.0 7994.295196016656 42086282.73380078 0.0 -1.838980450205788 0.7501777406459801 1.0 0.10429542848190962 -0.06636392902633483 1.0 -0.3784113491503905 -0.0957504413745695 1.0 -0.349242617844452 -0.11328380854169645 1.0 -0.1270673557840527 -0.1311382973297326 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 20.11201023438275 32611354.947875977 -16158099.600372314 -67925784.2574501 1607.1061668205766 3198.70750078703 763.021014615163 64838782.89385705 767.1120102343828 29663109634.126038 0.03224264262381776 0.9998499428245048 0.35034935230268893 4.692986268005371 -2.1472984067903047 2812.6593259093347 4.128922461165393 5.556065659724567 2150.328678479998 3.3579841621197657 0.6930011659475598 8044.723929533839 64838782.89385705 0.059103545241428065 0.06183402624044028 0.00779200469826174 0.17188903174186207 1.0307561031289925 -0.11100317311754627 0.35587030855699275 0.7492527660162149 -0.2306607296218517 0.34267822326101655 0.5354842299267634 -0.19674487971160745 0.3111391461114441 0.377419299755087 -0.28962337227401114 1.444858025566088e-16 0.0 0.0 1.400653470335627e-16 0.0 0.0 1.7522223865740642e-17 0.0 0.0 1.2891927730307817e-16 0.0 0.0 1.3064168341863e-16 0.0 0.0 2.3829418508910253e-17 0.0 0.0
0.0 26.15894507765563 -22990275.05267334 505973.70529937744 1385009.219167471 3151.106425456639 3491.5236442155583 3671.072170360714 42169060.0800389 773.1589450776556 56626668284.040405 0.1258749503373296 0.9941353837665463 -1.9254928054405478 -1.9509037275295067 4.813356584126247 2767.132453455714 4.770982165419835 0.047030433789334 2888.994763480036 3.8175499310781222 4.028698273975658 8019.404686418174 42169060.0800389 0.5718921320064594 0.2805227425522337 0.13666096165761393 0.5346503987394112 -0.19989301069099502 1.250784107020928 0.4402298855055291 -0.7529839555852451 1.9750870438370813 0.40149119545756373 -0.24682073107815827 1.3820021211384255 0.5231866913841026 -0.06759449194446442 1.3117840237893803 3.786133012695238e-17 0.0 0.0 4.868236658653619e-17 0.0 0.0 2.7741889367582292e-17 0.0 0.0 2.4406726353127183e-18 0.0 0.0 2.146441687910002e-18 0.0 0.0 1.672265304099585e-17 0.0 0.0
0.0 93.25759511661465 22699671.483184814 811274.0531539917 12563320.750058174 3244.4740409141014 423.485349486029 -839.1952611906484 122942019.29257905 840.2575951166147 69373617045.32181 0.08578183178239723 0.9993190360708739 2.3225970319321423 -5.88392993847954 -3.188453050177638 1236.5602442297593 5.588355570549784 4.778749553378987 2814.3931460629065 2.051822676994649 2.719776875883783 7702.589895066849 122942019.29257905 0.8408974224906532 -0.25348110623434283 -0.43895049969463135 0.055182588210838136 -0.9649498098558724 0.5616305009615754 0.9996892477001234 -2.828595441215033 0.35829816484244414 0.11138608558653426 -0.6896032824558471 -0.7343500483325035 0.8902458851289603 -0.10003549293033921 -0.7954163455613801 5.689470229781499e-21 0.0 0.0 4.172278168506433e-21 0.0 0.0 4.064851714892094e-20 0.0 0.0 4.930874199143967e-21 0.0 0.0 2.8989538044469245e-20 0.0 0.0 6.448066260419031e-21 0.0 0.0
0.0 29.894329071148718 8810754725.568817 8398218909.464249 -1397602462.8201077 4811.371727029948 408.39418329309774 556.6308023429565 23762458.75812709 776.8943290711487 40753861984.562805 0.22774272409344462 0.9996299528680808 -0.34127106882901603 -4.2671624280800025 2.0318884865916846 318.2476749200103 6.283185307179586 6.218235656858773 2380.5968521707146 6.283185307179586 6.2047699584966916 7443.299628911059 23762458.75812709 1.0 0.6588134986904802 -0.03387399417628413 1.0 0.5754009266896349 -0.09140072638149933 1.0 0.6415247108845428 -0.09573906693972267 0.9999999999999928 0.6676904205232241 -0.0964846309914674 0.9999999999996323 0.7281646078210933 -0.1111921081936355 0.0 0.0 0.0 0.0 0.0 0.0 9.061990286119608e-16 0.0 0.0 0.0 0.0 0.0 1.1425591952419822e-15 0.0 0.0 0.0 0.0 0.0
0.0 126.04686758918183 610547.1820678711 19694204.159469604 36233888.93982315 2066.636595483325 3442.420073097055 240.3425602400731 95627683.1311781 873.0468675891818 81794344875.16217 0.025301726616997117 0.9994237542320435 3.665813026184507 -1.927188882687965 5.475907959443716 2711.104892131007 5.117958365234918 6.279373174614502 1166.2824055385 6.246218856976868 0.02120091445677969 7960.456063108029 95627683.1311781 1.0 -1.0520322647089406 0.21494086912538277 1.0 -2.001209781222203 -0.6011870840745854 1.0 -3.12549647810738 0.13016540477721697 0.9442216963231225 0.792662873363299 0.24799558317157877 0.9928700119282589 0.227392783697788 -0.23052486576442685 0.0 0.0 0.0 3.7895077564508974e-19 0.0 0.0 2.1600330150553633e-19 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.579015512901797e-20 0.0 0.0
0.0 98.04981798734286 -84646501.04959106 55675925.414115906 -63768905.42909622 16347.411705153947 6160.2713872081 3805.9270465522586 97713711.27647947 845.0498179873429 16438738968.737457 0.43197449657456644 0.9998325173678333 3.3437090641463665 -2.071263269698046 5.410708648128396 3366.6275949413357 1.8170058896006263 3.9530157741320973 7190.901693948734 3.167148833195834 2.9920317823250104 7271.4014386526715 97713711.27647947 0.7756352151723592 1.4310783764137431 -0.12608972026047321 0.7844358938915348 -0.8302838174891276 -0.8819101113440684 0.7685054749126783 -0.03177887812388436 -1.1851969304239054 0.6592019661251324 -0.10890225068559384 -1.5964415595865529 0.833919120564256 1.3499445804179815 -1.439555545140303 1.7356483666302036e-14 0.0 0.0 1.720471880031496e-14 0.0 0.0 1.716572036752484e-14 0.0 0.0 1.7157287860296958e-14 0.0 0.0 1.7126024924930956e-14 0.0 0.0 1.673809859614841e-14 0.0 0.0
0.0 39.02880174798452 16514998.16317749 11582826.24685669 8071501.827690601 4342.5490392215215 2599.323179841982 -1225.6194621385382 42607318.29979041 786.0288017479845 61605424833.29825 0.04261659354405918 0.9994072070409793 1.454717293031496 -4.1763189666718255 4.362942044094942 2697.938502214377 2.84558353943414 0.09235839478680673 1500.2556295802233 1.3719994520032672e-11 0.14542563235518255 7174.677608415031 42607318.29979041 0.6153406093263039 2.5500744727037086 -2.8363917904665454 0.025338607885520902 2.9777954636031763 -0.7497626978014329 0.9999999999982295 -1.8974265693196268 -0.11615387915414611 0.9995512341313892 -2.002579617880447 -0.006134541822256604 0.9790001974146954 -1.7685752630824678 0.09638039867543052 2.0788864167558783e-16 0.0 0.0 2.49977836351494e-16 0.0 0.0 2.509308415740257e-16 0.0 0.0 5.996518849590931e-16 0.0 0.0 3.690660649670575e-18 0.0 0.0 1.5532900106857982e-16 0.0 0.0
