Label t_t m_0 |Delta_a| |Delta_e| cos(Delta_i) Delta_Omega Delta_omega Delta_theta
0.0 68960435.99093735 861.7513299037528 78346004159.23407 0.07670901530959198 0.99948141113291 -2.277743179507264 0.0638367238120745 -0.765830716199436
0.0 71156540.6680162 853.2043098285901 78346005907.55801 0.07670905901844617 0.9994814132377253 -2.2777462694949033 0.06384501959943378 -0.494781251665553
1.0 69123432.28946173 849.4059991949312 78346040820.42093 0.07671135106735072 0.9994816363851985 -2.277840448745286 0.06397455787237138 -0.04108438215842969
0.0 73342739.95749007 866.4800592996086 78346048114.79468 0.07671168631548084 0.9994816646738022 -2.2778568391333716 0.06400527825275404 -0.0208603305552488
0.0 70031632.45516205 877.1705942260163 78346003306.06021 0.07670892770507452 0.9994814016468497 -2.2777401551153016 0.06383436239367146 -0.37015909658481316
1.0 75075201.01459648 862.5331810193119 78346050113.29703 0.07671176033760202 0.9994816701492243 -2.2778609217948733 0.06401414877181644 0.1396688621072196
0.0 75641856.94851707 845.1148617235959 78346012266.81201 0.07670932633257793 0.9994814347201584 -2.2777599876363355 0.06387243691223699 -0.2828040675557056
0.0 73038738.85867298 885.8999496806995 78346021297.32666 0.07670998343534156 0.9994815006415816 -2.2777858179499635 0.06390430790114632 4.240774188173074
0.0 67146176.79060954 885.0405375320978 78346014439.40121 0.07670972780436536 0.9994814816425183 -2.2777717710581307 0.06387390970454199 3.7864451221381366
0.0 42169891.460239515 810.089098714968 78345993636.44043 0.0767091720080318 0.9994814520408614 -2.2777341867175673 0.06377610877717554 0.7061230546860542
0.0 70198917.70340246 847.6297701899744 78346004208.42249 0.07670898014669678 0.9994814065471904 -2.277742433711054 0.06383788350993491 -0.47024913696783166
0.0 74409429.44271018 866.6652672522869 78346049375.32047 0.0767117338090349 0.9994816682300951 -2.277859432636112 0.06401085270677953 0.07417195257593351
0.0 33238693.04304328 803.0422241435106 78345985538.23877 0.07670893116448478 0.9994814373925501 -2.2777189956347335 0.06373865986439053 -0.07305271869647756
0.0 67337442.08677599 864.4552109396041 78346039861.29175 0.07671134506424512 0.9994816375245188 -2.277839164894771 0.06396954928044352 -0.3281385409729265
0.0 73881099.42910743 878.0425091588975 78346009929.27316 0.076709231538281 0.9994814272659586 -2.2777550244031755 0.06386227063792038 -0.40086478114426866
0.0 69264664.60628136 850.8606587171926 78346004181.20258 0.07670900730314326 0.9994814100673648 -2.277743022564611 0.06383704581975369 -0.6945305696206094
0.0 75530532.01634084 866.582269765751 78346011510.41364 0.07670928147995473 0.9994814304984121 -2.277758057168265 0.06386950811419911 -0.21186631848175083
0.0 75077227.34476447 881.2428570767631 78346010960.27457 0.07670926037357678 0.9994814288976935 -2.2777569166096394 0.0638670848538565 -0.2491083746294862
0.0 43750099.39978357 811.2169022192879 78345994494.22711 0.07670917790488749 0.9994814510891662 -2.2777353469981483 0.06378057471772625 0.943488428440652
0.0 60958098.74736957 836.5887142852832 78346036832.61801 0.07671134898420692 0.9994816440412813 -2.2778356342872725 0.06395315121830336 -1.4175698203150837
1.0 68479360.84477223 842.0265681868509 78346002713.26242 0.07670893786363234 0.9994814041213818 -2.277739678965692 0.06383091378946659 -0.6548033838035232
0.0 71536027.28964126 864.5308240535514 78346005737.00949 0.07670903639231537 0.9994814106887877 -2.277745547902528 0.06384467772349023 -0.3771012090442821
0.0 73158750.0875733 904.9333744808041 78346021891.84116 0.07671001768312682 0.9994815038312658 -2.2777873122529004 0.06390663547428144 4.180967935106323
0.0 46722945.17530061 838.4253857541856 78346001876.99142 0.07670955734705553 0.9994814848475336 -2.2777528542857697 0.06381064588756757 0.6027951614644899
0.0 44504479.3065229 816.6572447245628 78345994656.20978 0.07670916491606365 0.999481449109513 -2.2777352434141886 0.06378177700311038 1.0947919920489544
0.0 68981549.1955486 851.6435294031312 78346002741.95654 0.07670892416413758 0.9994814023158192 -2.2777393997946804 0.06383141689386207 -0.5364599091617654
0.0 73325830.67076227 868.3903817552617 78346006937.9867 0.07670905771936937 0.9994814110244999 -2.277747471485298 0.06385059774028168 -0.11995915184649908
0.0 72613893.98211704 897.8349041536179 78346020987.11472 0.07670997676799546 0.9994815004070567 -2.277785294578886 0.06390280825229677 4.18707549951877
0.0 42437503.86896437 795.6003212830144 78345992172.55472 0.07670907026297599 0.9994814419638612 -2.277730108753233 0.06377082083533203 -5.2824357380454865
0.0 46646013.059847556 809.4434860537793 78345996209.38586 0.07670919785256863 0.9994814502270926 -2.2777378536412893 0.06378929682218182 -4.924001666927902
1.0 69874410.0687352 851.0732592670289 78346044544.78632 0.07671156564014815 0.9994816563671685 -2.277849810469937 0.06398913840451392 -0.387659003367606
0.0 63699546.27152486 883.2593260260493 78346000119.66055 0.07670892009275972 0.9994814070066302 -2.2777361720910982 0.06381740908715106 -1.4094118374612368
0.0 70244232.2145915 879.8787831737469 78346004270.06158 0.07670898268083469 0.9994814067481615 -2.2777425653765957 0.0638381507082082 -0.4687397962383695
0.0 75521905.7685564 847.8453198566732 78346008982.8638 0.07670912036392304 0.9994814149569429 -2.2777513492404267 0.0638600074098914 0.1214318709235489
0.0 69251862.23131984 862.8904198575159 78346041191.57141 0.07671137079305941 0.9994816381649833 -2.277841343758686 0.0639760530776794 -0.06474668618173474
0.0 69103134.63485488 837.1813176171146 78346017333.76471 0.07670985208356608 0.9994814917529016 -2.2777780745574407 0.06388632195637012 3.8781157108384265
0.0 45284881.249530226 811.2894758268287 78345995533.67926 0.0767091968058998 0.9994814514361535 -2.277737021990509 0.06378568726413114 1.1436817318816073
0.0 66723299.3079491 865.6834602166516 78346038971.96664 0.0767113072753819 0.9994816344690426 -2.277837237165809 0.06396572536663392 -0.3402581375114879
0.0 74691840.9780072 869.3856768954969 78346009281.45096 0.07670916510065773 0.9994814200735201 -2.2777527298150515 0.063860475523831 -0.11805051658185572
0.0 68184521.40416256 822.7181722973816 78346016434.9219 0.07670982310360977 0.9994814898402955 -2.2777763370158524 0.06388222261187604 3.782894772475137
0.0 66148784.399604425 864.9877914750448 78346000993.20667 0.07670890011861475 0.9994814027215535 -2.277736759232189 0.06382261832603131 -0.9469833358004548
0.0 70352174.74767828 881.9348239934349 78346020703.63086 0.07671002861777113 0.999481507587503 -2.2777861421391434 0.06389996300460421 3.6989282972186475
0.0 73478386.22811581 907.4698053692821 78346049818.36783 0.07671179089253237 0.9994816746339522 -2.277861268407546 0.06401178394791707 -0.20547882204349074
0.0 72976602.85481755 863.5830158824233 78346046449.95667 0.07671159134021732 0.999481655861856 -2.2778526758677327 0.06399873660942745 0.10569634599513744
0.0 67412751.79486814 884.8470999966371 78346015690.06464 0.07670979941401929 0.9994814882968546 -2.27777490459377 0.06387881726069988 3.6997491116324586
0.0 35747824.69266525 811.5841318528531 78345987463.09772 0.07670897646377257 0.9994814393495128 -2.277722333034509 0.0637478651640544 0.1967904228079469
0.0 70341867.94087379 876.593171059967 78346042595.45502 0.07671142671881064 0.9994816425125607 -2.2778443015675807 0.06398218436245084 -0.0049248132352153196
0.0 67848532.86810823 868.6067214530813 78346002808.07214 0.07670896342733544 0.9994814071957974 -2.2777403772416727 0.0638307733214063 -0.8252467747854542
0.0 71386794.6876476 865.63025308568 78346020513.54153 0.07670998448210464 0.99948150233241 -2.2777849050098733 0.06390006345275268 3.970092576215844
0.0 70525619.61009738 865.6668267764154 78346004253.8787 0.07670897294486728 0.9994814055377186 -2.2777423232553144 0.06383831143201668 -0.39774986109267996
0.0 70964718.77768454 863.2540432275955 78346042625.76541 0.07671140939070455 0.9994816402411933 -2.2778439412995004 0.06398278852506234 0.13971182151437067
0.0 66448562.62430429 869.0376543713093 78346015658.9379 0.07670982724688334 0.9994814919108316 -2.2777755042552226 0.06387794133055458 3.48577847301227
0.0 32917052.834269572 810.2078560295737 78345981785.19775 0.0767087014823001 0.9994814155349363 -2.277709253901922 0.06372430959880226 0.4953014031308167
1.0 69578309.40130448 879.5487406553467 78346041272.30142 0.07671136585133356 0.9994816373740516 -2.277841327182867 0.06397661329435067 0.0017713047722240916
0.0 71119055.12243494 878.5680030301864 78346045032.39975 0.07671155827984136 0.9994816544592603 -2.277850224917388 0.0639919497532988 -0.15319882556595465
0.0 76231036.01335058 863.310240289585 78346053452.5983 0.0767119378028765 0.9994816861605846 -2.277868974145484 0.06402760164107946 -0.01946678573907734
0.0 37746347.408176206 795.5978309031307 78345989919.34741 0.07670907148412259 0.999481446596592 -2.2777274433400887 0.06375866450558121 0.2602079269676141
0.0 62249324.057336316 875.9227391547705 78345999070.82742 0.07670889797750555 0.9994814062679649 -2.277734412336902 0.06381232786838886 -1.591916666267973
0.0 72169806.80872877 824.9561347296836 78346049037.80609 0.07671178152560051 0.9994816749892724 -2.2778601210359555 0.06400782190638132 -0.41927130436956916
0.0 73572168.47907805 852.3471028416659 78346047946.14355 0.07671166845146096 0.9994816627293444 -2.2778562287749713 0.06400482537699137 0.05572887268039839
0.0 73023784.92493017 858.0487420107054 78346048401.45917 0.07671171448345741 0.999481667698704 -2.277857826332238 0.06400610393159045 -0.13400286707876286
0.0 66030121.01948471 871.9028570094832 78346008182.01285 0.07670936279037674 0.9994814474894352 -2.2777559391241886 0.06384952731099514 -2.046423155492506
0.0 62199203.90643816 866.7239188158219 78346038357.30554 0.07671140795005105 0.9994816485368111 -2.2778388060613133 0.06395985520944425 -1.3566828271327118
0.0 41326534.35523279 805.6144868295148 78345992922.35367 0.07670915249715121 0.9994814509695231 -2.2777328866931907 0.06377276265029774 0.6200207877330528
0.0 74449558.43603526 876.7594846426284 78346047446.72119 0.07671160942780703 0.9994816561898362 -2.277854281221223 0.06400364014437177 0.3292685071788428
0.0 39237763.62318923 797.2471587864704 78345990905.4332 0.07670908831894035 0.9994814467859541 -2.2777290072631815 0.06376354246205107 0.45141855392781904
1.0 69651778.67561042 868.5830932420096 78346041907.43192 0.07671140413185193 0.9994816409970562 -2.2778429623120107 0.06397905678897953 -0.07251334923878772
0.0 59908580.47962052 859.1213669100742 78346036213.30133 0.07671134190047513 0.9994816443677093 -2.2778347319023817 0.06394999877380059 -1.576681069313137
0.0 65465359.06230886 849.2520387340243 78346001539.68732 0.07670895614800187 0.9994814087869628 -2.277738694522019 0.06382413300664513 -1.208243100665411
0.0 64387486.06103884 846.0044942322179 78346036779.02579 0.07671123949882691 0.9994816301767834 -2.2778330649938034 0.06395564954154498 -0.5593620984708778
0.0 43405139.93145393 795.6859027471962 78345993794.6883 0.07670914390852036 0.9994814481401072 -2.277733732908221 0.06377767557553504 0.9708558618333742
0.0 72539172.14511186 878.8529693597419 78346006694.63846 0.07670906651135664 0.99948141263015 -2.2777473817780907 0.06384906442239568 -0.2746901440888234
0.0 75005863.75420581 891.9380352548931 78346009661.01477 0.07670917962357793 0.9994814211730333 -2.277753515835839 0.06386214843096916 -0.09378840664400023
0.0 39921996.601773106 802.2222197715465 78345991681.2334 0.07670911669156139 0.9994814488656161 -2.2777305838296535 0.06376699513231365 0.48719654680401625
0.0 38829001.243381016 822.4910628551352 78345987241.65454 0.07670886703059596 0.9994814258224921 -2.2777195642961128 0.06374945889742456 -5.314017189542149
0.0 69363343.09786414 882.6433084756405 78346003322.77762 0.07670894944122117 0.9994814043879177 -2.2777406724624703 0.06383389910768322 -0.5355683715384987
0.0 76064747.0391285 885.9295787778634 78346012355.27936 0.076709318902095 0.9994814335960028 -2.2777599233616 0.06387310211116493 -0.1926285238051584
0.0 71561336.53045107 849.950365639292 78346006567.41418 0.07670908863048828 0.9994814157062226 -2.2777477358288936 0.06384781679035711 -0.4934724500540575
0.0 72368763.43572015 850.409582154054 78346021584.33334 0.07671002248146502 0.9994815050545774 -2.2777870544703442 0.06390485854066164 4.041793126486242
0.0 72662028.28151813 858.8063939713878 78346008849.45502 0.07670920029565531 0.9994814254239577 -2.2777530187599613 0.0638572549975871 -0.5493720074509368
0.0 67874883.4545322 864.750532213006 78346015212.37549 0.0767097546210733 0.9994814835291791 -2.2777733086443446 0.06387738676972532 3.8600657356152652
0.0 64824926.8651771 846.7219091040276 78346001337.76752 0.07670896306271545 0.9994814100706887 -2.27773861138055 0.06382287041130041 -1.3343408929762006
0.0 46131514.32591582 825.8646211905638 78345997158.0614 0.07670927433738145 0.9994814581039091 -2.277740737750997 0.06379245519674992 1.1020477447682444
0.0 41738480.32611654 812.4063861270007 78345992264.24094 0.07670909773638143 0.9994814452880243 -2.277730846993089 0.06377061495081282 0.8214719211071881
0.0 70366989.41834013 868.9585447870375 78346019773.86938 0.07670996879476999 0.9994815018000375 -2.277783661892147 0.06389648232217837 3.8389528540199542
0.0 71763945.75071795 851.5338719605713 78346045743.93002 0.0767115837656236 0.9994816562978813 -2.2778516586027777 0.06399513004363655 -0.0926952918972494
0.0 70911831.53693227 862.758679303923 78346042605.59897 0.07671140973876726 0.999481640325582 -2.2778439251578777 0.06398267114292011 0.12992939584965812
1.0 69556480.80281226 883.3505501411082 78346041847.57404 0.07671140325731866 0.9994816410044939 -2.277842870750457 0.06397875693401289 -0.08679799993914838
1.0 70389326.1081284 872.8798367661178 78346044254.83533 0.07671153120167407 0.9994816525486561 -2.2778486758616787 0.0639884546418994 -0.2238872478769851
1.0 75343701.35525969 846.4239889245575 78346049717.05603 0.07671172673365859 0.9994816666483946 -2.2778596792290204 0.06401287178569692 0.2546484375687278
0.0 66219688.88979187 856.6842878993793 78346002061.64145 0.07670896614472177 0.9994814090257093 -2.2777395471799275 0.06382668736719399 -1.1069401931802565
0.0 41745450.080061205 813.2448289779879 78345992461.5133 0.07670911011658291 0.9994814464761478 -2.2777313660838563 0.06377136142742224 0.7915904861654148
0.0 72242870.76454839 846.6499089977084 78346008029.73322 0.07670916092045535 0.9994814220271957 -2.277751137932378 0.06385384601873412 -0.5372621906981303
0.0 76718487.94275409 929.2609203192018 78346051369.82028 0.07671178974268793 0.9994816714053611 -2.2778630966149587 0.06402016209130057 0.3727283125337129
0.0 73455725.93572661 897.5076007651411 78346007862.84198 0.0767091127535466 0.9994814162111297 -2.277749836290392 0.06385417391040171 -0.22002471408030289
0.0 43500081.323149234 818.6035107319992 78345994329.3526 0.07670917511024908 0.9994814510599977 -2.277735085969975 0.06377975860551555 0.9103690408913039
0.0 67511037.458806 859.6148448518483 78346038703.37085 0.07671126576262302 0.9994816297053931 -2.2778359662112173 0.06396533658395587 -0.10841464756977737
0.0 75703197.77201805 889.0594142975486 78346009880.60431 0.0767091720772355 0.9994814197734821 -2.2777536056462084 0.0638635221913102 0.044137195051901945
0.0 69876355.2772438 864.0171649237406 78346004624.99802 0.07670901672098863 0.9994814103876436 -2.2777437685503017 0.06383919431663454 -0.6133435321895682
0.0 69101285.6096402 869.2323789312708 78346039956.76569 0.0767112966083339 0.9994816311514998 -2.277838170255963 0.0639712964001884 0.08179957899837187
0.0 43971948.97863374 806.656586217183 78345994662.02032 0.07670918175707195 0.9994814512473834 -2.2777356357137757 0.0637813796185922 0.9696321886922712
0.0 75445026.14958486 873.7142749684378 78346009554.39383 0.07670915923354235 0.9994814187824289 -2.2777529218248094 0.06386209365463369 0.025939867732088118
0.0 75004010.38720879 871.9657337595345 78346050686.05603 0.07671179910976536 0.9994816739588666 -2.2778624936187803 0.0640162441125618 0.04912094863952693
0.0 73934414.16221234 902.0561476136166 78346024827.66425 0.07671018114437259 0.9994815188595528 -2.277794561869979 0.06391827353753676 3.897541633500276
0.0 38686064.096220545 816.5486447980036 78345989876.2662 0.07670903966999831 0.9994814426218787 -2.277726663875963 0.06375924243303732 0.4899903990929748
1.0 55460206.773932 812.5154832163279 607334075.4614868 0.019988742324898574 0.9999864397868099 -5.189321267555223 -5.653672307086936 3.813691812581693
1.0 29721639.11852158 792.0854212699188 5815085952.270416 0.03365300622655137 0.9985195677446954 -5.717040841499701 -5.456157174432083 -1.3223829776501494
1.0 52577888.367326595 833.2427555264669 34461799618.49414 0.20867387119604894 0.9992341930870249 -3.91449105741793 -2.3813527477268575 2.1349039277630024
1.0 29452715.155086666 798.0135661231227 10563354704.806305 0.06640382699390435 0.9982350504615644 -4.550287795505337 -5.496566029120749 -2.2442810809371063
1.0 49898706.09894087 823.868710684829 9200843572.993164 0.002588210275082669 0.9990545290613867 -2.6571018047812194 -4.004051334866342 -2.5850076050932165
1.0 20426421.140580695 772.8700815361416 291125282.30322266 0.009051242154278324 0.9998830128527099 -4.788128342629985 -1.9022845957305523 -1.8612730933820258
1.0 74231617.55720532 881.2402644775254 8248722887.144379 0.06963788503039356 0.9957872611551517 -6.18878080093349 -3.8233265335878848 0.15528200780153023
1.0 26512438.385759667 796.6372530079717 17412442779.91095 0.06733588984765976 0.9997635384954776 -1.892716887529634 -4.501295191651593 -1.5940933057434563
1.0 32170835.33294872 782.1826447602139 8453691470.373108 0.05795664195336242 0.9999933456785371 -5.721645970607456 -1.9196664138343085 -4.335091773440764
1.0 20600018.852208257 782.4371883809952 14842207483.958313 0.11721511922227881 0.9996129364928648 -2.788617988156121 -7.8349943978493695 3.1763798197335453
