Label M_f Ep_x Ep_y Ep_z Ev_x Ev_y Ev_z t_t m_0 |Delta_a| |Delta_e| cos(Delta_i) Delta_Omega Delta_omega Delta_theta v0 alpha0 beta0 v1 alpha1 beta1 t0 t_t i alphai betai i alphai betai i alphai betai i alphai betai i alphai betai i alphai betai i alphai betai i alphai betai i alphai betai i alphai betai i alphai betai
0.0 59.08928537417478 302547543.2887573 -151016588.4159088 -162280257.6355877 3616.99529776037 1367.4823636794135 2863.3074553292618 123738901.9818089 806.0892853741748 64338736454.47577 0.03291328325736745 0.9950789246772138 -0.43755972073097665 -3.2915009066573204 -0.02933697152352991 2934.1117343745364 1.1316840272024067 4.0082885936441865 4948.082885908699 5.278798754068211 1.2236629553074223 8087.79604045802 123738901.9818089 0.39913735245723064 -0.4124434296711612 0.20993626692193543 0.1082543651880769 -0.4671202803402518 0.0052083231197876225 0.1550842699489011 0.6939826799429174 0.06782700696212106 0.7540309583934266 -0.8104241504066385 1.2996308315773581 0.4463840398922016 -0.8731407760117452 1.058895394529504 1.489665414969717e-15 0.0 0.0 1.6422884516312675e-15 0.0 0.0 1.6518349641251587e-14 0.0 0.0 1.4846252959369444e-15 0.0 0.0 1.9782867297410077e-15 0.0 0.0 1.6048398483807146e-15 0.0 0.0
0.0 26.82517787454435 105072335624.14212 39262267668.74674 -5553993448.6650305 -17673.400758320582 4035.9934873846832 303.0966735111916 21365352.421539173 773.8251778745444 84022845167.79517 0.0010356164921292432 0.9995042487861042 1.1604129815019382 -0.32750160767438397 3.623263244252973 3102.4476703926234 6.283185307179586 6.276506341866354 136.65197506654613 0.3972959075753726 6.25059510184409 8099.079757117915 21365352.421539173 1.0 0.5465535803493659 -0.016178384223333602 1.0 0.5205826126672234 -0.030896231373409848 0.9999999999903911 0.47418956086119196 -0.04297470076658858 1.0 0.3773607634320135 -0.047449022638482656 1.0 0.3955400722599611 -0.05093680715508772 0.0 0.0 0.0 4.266498179056334e-15 0.0 0.0 3.0449818014255404e-15 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 93.14719167785381 -27205197.238445282 -4498623.16885376 90416282.80096531 -50.72402330202385 876.7224258679599 1850.200249453755 95272545.38212843 840.1471916778538 69189771403.73279 0.0313856879354098 0.997545568938503 0.9353351521775519 -1.4981631756144054 1.6149115801050915 1006.6506850652618 1.371705221358559 0.14561528397836088 1052.747394084629 4.9139220132908985 1.582323975960928 7940.963370862325 95272545.38212843 0.013355824237668222 0.008609572695754405 -0.003638506557215609 0.9942140685371039 -2.1331583271503747 -0.14301379527867353 0.9708754106501971 -1.994497214486818 0.5099617790364326 0.9959965747650105 1.278967399405462 0.3363395704267574 0.7602593110500101 1.3474283215241452 0.3865540975103108 2.1131589203294022e-17 0.0 0.0 1.6395118542413613e-17 0.0 0.0 1.2158998056424725e-17 0.0 0.0 1.0162155115885974e-16 0.0 0.0 1.1155733980958645e-17 0.0 0.0 1.5136475479605778e-17 0.0 0.0
0.0 133.63715229770753 4184184414.3670654 -6244525236.748779 -1928403435.1553774 3039.186919402653 -2272.1941574433786 -149.6850700348179 99666698.68229829 880.6371522977075 112069002130.28458 0.1286618757420946 0.9995527114049901 4.0802048606615715 -3.9106177450204456 -1.4385445351372783 429.00796392812623 7.523911554607931e-10 0.0 2428.480591459018 5.6459791214902095 6.283185307050488 7465.571110174434 99666698.68229829 1.0 1.226390593742484 0.007851568410230058 1.0 -3.141592652705249 -0.0010913494925520453 1.0 -1.961457108591046 -0.05624135184514133 1.0 -1.1815741526725305 -0.10911184480375988 1.0 -0.9477221322654787 -0.18856922785396518 6.299214622140741e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.878909776184178e-18 0.0 0.0
0.0 53.30301066051072 443015.7008972168 6511000.271621704 24866279.584784985 -38.42362356244303 3435.2670974171597 -425.6746816834434 67650614.62377094 800.3030106605107 60487578888.245026 0.1672344104680015 0.9999700101466945 1.3733373188740465 2.021551331848925 -5.28641016031982 1827.47453717233 5.264113386773437 1.202004821299532 1873.2143854988085 4.67761859808002 3.5313067721127056 7898.276038397599 67650614.62377094 0.20569326619204364 0.39125645363001815 0.007628914425062298 0.5812489962365981 1.8125327138077452 0.31595357569955435 0.5890857896414772 -1.11974002940246 -1.125097217648715 0.8481934205053999 -0.8735213206726912 -1.171572222266375 0.8607291087267234 -0.2293738476501418 -1.3590584713715685 5.301329629747974e-16 0.0 0.0 5.783731751927073e-16 0.0 0.0 4.962862053842221e-16 0.0 0.0 7.00399707060567e-16 0.0 0.0 4.1646580535436826e-16 0.0 0.0 3.990358256268652e-16 0.0 0.0
0.0 50.753164037097804 27429387.556030273 29987726.342422485 11259310.037721634 2998.589983630156 1771.350401232663 -7468.460625907122 60865668.584800474 797.7531640370978 53776714673.236084 0.016960857071191937 0.9584419504847128 -4.1056693409627325 2.292100219981381 -2.2494742991343 2100.014181348305 4.177379442868385 0.03300423005435123 7506.470113577594 2.946285825414061 1.297839747830127 7296.436753666152 60865668.584800474 0.11552557241740184 -0.5945650128904932 -0.5725358867050754 0.6279391059637051 -0.14265709389462117 0.4962252343237951 0.7937514784492525 0.06800631859754441 0.4589324644571171 0.9062401599512308 0.5772497431345835 0.6828209379547597 0.8266334662567606 0.5686964767929191 0.6783601285664158 4.812442388047288e-17 0.0 0.0 5.2984179955266126e-17 0.0 0.0 1.0241250158707445e-15 0.0 0.0 4.344061672273717e-17 0.0 0.0 3.0820385131591303e-16 0.0 0.0 8.894929099329378e-17 0.0 0.0
0.0 20.406183813665848 25583180.446411133 20503703.611984253 33746792.42224151 -1483.7423039793975 -4013.1425806001134 -922.9889817729718 81941205.0905049 767.4061838136658 34986727938.86133 0.05064169225136517 0.9994755335253793 2.374770850319689 2.9893140983685655 -2.1842062027426494 2716.8766120160653 3.4623751856054716 3.0814220094290303 6284.478412061967 5.159493476772479 3.784673237751931e-16 7492.892902491855 81941205.0905049 0.9958984661556036 1.7801216823276282 -0.3836398692668172 0.0 0.0 0.0 1.1747297152965611e-15 0.0 0.0 1.6260381568241624e-15 0.0 0.0 1.61163786722866e-16 0.0 0.0 1.2911411099890914e-17 0.0 0.0 8.478187304953597e-18 0.0 0.0 1.9580209334822314e-17 0.0 0.0 1.5218680663908937e-18 0.0 0.0 1.6149878079052268e-17 0.0 0.0 3.4100245418300725e-17 0.0 0.0
0.0 55.78474085855271 146974199.19818115 -133999022.64801025 -192716308.90695095 9782.046765790978 -2713.72403974344 653.2479774306844 44373381.79063421 802.7847408585527 13213535479.2229 0.3572087457914407 0.9994034204713269 -0.9645758047538573 0.700753929827763 2.307628877458308 1199.7172698147124 6.274323638501554 0.23734252433293634 6563.911184170905 0.15175607097555677 6.0361477060027005 7145.974735113679 44373381.79063421 0.9947928737686438 1.42339420050644 0.24284106534414476 0.9844764899281321 2.14478759883279 -0.046255049879058104 0.9705317549376443 2.3448028037396527 -0.6495076329748616 0.9976480918238659 2.248532952258852 -0.39872159734730395 0.9670682744304352 2.5953199558729954 -0.9930304651409312 1.6192796995148554e-17 0.0 0.0 2.4569938140575852e-17 0.0 0.0 2.0786099198396314e-17 0.0 0.0 3.2411551559651944e-17 0.0 0.0 2.4968894339460045e-17 0.0 0.0 1.636108802651006e-16 0.0 0.0
0.0 17.01608144396573 -15147070.60446167 -25183074.833587646 -79224898.21276426 3289.669406984398 2664.0297194144023 -630.5070058790525 29931547.451926664 764.0160814439657 57179167027.948975 0.24469473224783317 0.9995403401961744 -0.958162101018982 -1.7020700808549682 1.8431796245904661 196.08089841025273 1.9391656009448714 0.8199803796053982 4129.354965381943 0.5330145524196217 0.00511347150392903 7309.698723424119 29931547.451926664 0.2885748836464662 0.5005905583447015 -0.9351018178749871 0.05990258937048889 -1.7993194610926624 -1.1519004697171842 0.31540524499626477 -3.0523434444811617 -1.8720842485098934 0.7415425598887923 -2.017679070665102 -0.8131439734874771 0.8730869418805995 -1.8020742293651268 -0.6651792114277969 2.882936545192027e-20 0.0 0.0 2.814716365568351e-18 0.0 0.0 3.844508758168191e-20 0.0 0.0 2.7023692817181945e-18 0.0 0.0 2.6466413764414388e-20 0.0 0.0 2.091287719808343e-20 0.0 0.0
0.0 99.29156088400703 6967781.204803467 -11760497.96976471 8768693.466471434 7146.205213984673 -106.82656448188936 -582.0736950254715 110104258.01365991 846.291560884007 114561693886.07538 0.12481316405462749 0.999910632468989 1.0404328820556852 -5.183417296895762 -1.602280551850556 1416.8965114683763 3.9467213038929305 5.804263092453845 3391.875096224872 6.046455001834379 6.237142131501914 7372.244840973007 110104258.01365991 0.798804845151905 0.015370260460518584 -0.5177370302674827 0.8885922825047131 -0.12180876910756876 0.32487187845509546 0.6390360377600749 0.5760532567002472 -0.16924793658586595 0.611267340157813 0.14665480564176625 -0.49405378892821805 0.4943038290209443 -0.5829754677778285 -0.1906540086828834 2.5734670498609227e-16 0.0 0.0 5.561823760323044e-16 0.0 0.0 1.877084818663488e-16 0.0 0.0 1.8781600420239848e-16 0.0 0.0 4.201348982814338e-16 0.0 0.0 2.763782107135148e-16 0.0 0.0
