Label t_t m_0 |Delta_a| |Delta_e| cos(Delta_i) Delta_Omega Delta_omega Delta_theta
114.75132990375278 68960435.99093735 861.7513299037528 78346004159.23407 0.07670901530959198 0.99948141113291 -2.277743179507264 0.0638367238120745 -0.765830716199436
106.20430982859011 71156540.6680162 853.2043098285901 78346005907.55801 0.07670905901844617 0.9994814132377253 -2.2777462694949033 0.06384501959943378 -0.494781251665553
102.40599919493116 69123432.28946173 849.4059991949312 78346040820.42093 0.07671135106735072 0.9994816363851985 -2.277840448745286 0.06397455787237138 -0.04108438215842969
119.48005929960857 73342739.95749007 866.4800592996086 78346048114.79468 0.07671168631548084 0.9994816646738022 -2.2778568391333716 0.06400527825275404 -0.0208603305552488
130.1705942260163 70031632.45516205 877.1705942260163 78346003306.06021 0.07670892770507452 0.9994814016468497 -2.2777401551153016 0.06383436239367146 -0.37015909658481316
115.53318101931188 75075201.01459648 862.5331810193119 78346050113.29703 0.07671176033760202 0.9994816701492243 -2.2778609217948733 0.06401414877181644 0.1396688621072196
98.11486172359594 75641856.94851707 845.1148617235959 78346012266.81201 0.07670932633257793 0.9994814347201584 -2.2777599876363355 0.06387243691223699 -0.2828040675557056
138.89994968069948 73038738.85867298 885.8999496806995 78346021297.32666 0.07670998343534156 0.9994815006415816 -2.2777858179499635 0.06390430790114632 4.240774188173074
138.0405375320978 67146176.79060954 885.0405375320978 78346014439.40121 0.07670972780436536 0.9994814816425183 -2.2777717710581307 0.06387390970454199 3.7864451221381366
63.08909871496803 42169891.460239515 810.089098714968 78345993636.44043 0.0767091720080318 0.9994814520408614 -2.2777341867175673 0.06377610877717554 0.7061230546860542
100.62977018997435 70198917.70340246 847.6297701899744 78346004208.42249 0.07670898014669678 0.9994814065471904 -2.277742433711054 0.06383788350993491 -0.47024913696783166
119.66526725228687 74409429.44271018 866.6652672522869 78346049375.32047 0.0767117338090349 0.9994816682300951 -2.277859432636112 0.06401085270677953 0.07417195257593351
56.042224143510566 33238693.04304328 803.0422241435106 78345985538.23877 0.07670893116448478 0.9994814373925501 -2.2777189956347335 0.06373865986439053 -0.07305271869647756
117.45521093960406 67337442.08677599 864.4552109396041 78346039861.29175 0.07671134506424512 0.9994816375245188 -2.277839164894771 0.06396954928044352 -0.3281385409729265
131.04250915889747 73881099.42910743 878.0425091588975 78346009929.27316 0.076709231538281 0.9994814272659586 -2.2777550244031755 0.06386227063792038 -0.40086478114426866
103.86065871719256 69264664.60628136 850.8606587171926 78346004181.20258 0.07670900730314326 0.9994814100673648 -2.277743022564611 0.06383704581975369 -0.6945305696206094
119.582269765751 75530532.01634084 866.582269765751 78346011510.41364 0.07670928147995473 0.9994814304984121 -2.277758057168265 0.06386950811419911 -0.21186631848175083
134.24285707676313 75077227.34476447 881.2428570767631 78346010960.27457 0.07670926037357678 0.9994814288976935 -2.2777569166096394 0.0638670848538565 -0.2491083746294862
64.21690221928793 43750099.39978357 811.2169022192879 78345994494.22711 0.07670917790488749 0.9994814510891662 -2.2777353469981483 0.06378057471772625 0.943488428440652
89.58871428528323 60958098.74736957 836.5887142852832 78346036832.61801 0.07671134898420692 0.9994816440412813 -2.2778356342872725 0.06395315121830336 -1.4175698203150837
