Label Ep_x Ep_y Ep_z Ev_x Ev_y Ev_z t_t m_0 Delta_x Delta_y Delta_z Delta_vx Delta_vy Delta_vz Datatype
0.000000000000000000e+00 1.609886899366395264e+11 3.664453124555468750e+10 -4.386086511411338806e+10 -2.064552698360372233e+04 7.023831877797225388e+03 -3.905732835223308939e+03 4.914719044209538400e+07 8.065965076454380096e+02 -2.856217527781856689e+11 1.360674564162274475e+11 7.758685390680825233e+09 -7.719597183209039940e+03 -3.919563451309514494e+04 6.231935295325783045e+03 0.000000000000000000e+00
0.000000000000000000e+00 -1.209981146229913635e+11 1.293052011256382141e+11 1.127265554895030594e+10 8.754206285786203807e+03 -1.207474527700757426e+04 3.688283381725575055e+03 7.139182389246474206e+07 8.595047654394132906e+02 -7.828680152962866211e+10 -3.072215362720366211e+11 -5.306343536630435944e+09 4.436639221388028818e+04 -1.680338364812616055e+04 -2.739113297943744328e+03 0.000000000000000000e+00
0.000000000000000000e+00 2.580782107946213379e+11 -1.614579866202832642e+11 -5.670514856784881592e+09 1.621992011087544597e+04 4.289495705838294089e+04 4.769926494633547236e+02 6.299689470570899546e+07 8.494069666331714643e+02 -5.141370600013507080e+10 2.404280754940394287e+11 7.984991896473738670e+09 -2.954723752174037872e+04 1.073769031514336712e+04 4.700907644042541733e+02 0.000000000000000000e+00
0.000000000000000000e+00 3.480188710459674683e+11 -1.131653566349887390e+11 7.158718526597652435e+09 -8.314576535225814951e+03 4.633671192091912962e+04 1.661491494485982457e+03 3.703904438453504443e+07 7.992682636946235561e+02 -7.450011252566775513e+10 2.081997795955465393e+11 2.652276161876336575e+09 -2.501775543914622540e+04 -1.791513901954890753e+04 -1.964839573353639707e+03 0.000000000000000000e+00
0.000000000000000000e+00 7.890235521073661804e+10 7.030423065063092041e+10 1.800275688864146423e+10 1.544293432592246972e+03 -6.487009616524612284e+03 -7.211205803122130646e+02 2.028772037347133458e+07 7.810229555305996882e+02 -1.834883346805253601e+11 3.373432528885563965e+11 6.692711789661185265e+09 -4.594504305722321442e+04 -3.217628701439069482e+04 -2.792689511224327362e+03 0.000000000000000000e+00
0.000000000000000000e+00 1.272301368523123932e+11 3.678742581882150269e+10 -2.113818383495267391e+09 -1.282967074468362989e+04 1.857514264292617736e+04 -3.557380407925903455e+03 5.070328831999071687e+07 8.306594173868800226e+02 -3.016062248872786865e+11 2.491737970312586670e+11 7.897045794351282120e+09 -2.892053385672235891e+04 -4.043505734042853874e+04 1.871390545262529486e+03 0.000000000000000000e+00
0.000000000000000000e+00 -4.751193244548925781e+11 -1.929502202117176514e+11 4.964648637993951416e+10 -5.066311067472759532e+03 -2.743946738205958536e+04 1.372906586332838515e+03 5.919549435122480243e+07 8.250430934964430207e+02 7.139749369135565186e+10 3.032454486350192261e+10 -5.929868453996399879e+09 -8.238273217299272801e+03 5.276811229988896230e+03 -3.286052256489876982e+03 0.000000000000000000e+00
0.000000000000000000e+00 -3.711149748427595215e+11 1.519175626177756958e+11 9.521155944740737915e+09 -1.873842968152984031e+04 -4.651888624236280157e+04 -1.670307153677729957e+03 5.369342002684956044e+07 8.340769090413016329e+02 -1.734953524927032471e+09 -9.526729590218768311e+10 -6.642980388830898285e+09 7.465477624601062416e+03 -6.916852213337773719e+03 -1.695809474591790604e+03 0.000000000000000000e+00
0.000000000000000000e+00 -2.742287797670662537e+11 2.034344215007421875e+11 6.777706319574527740e+09 -3.043822864745245170e+04 -6.770629832799495489e+03 1.836785446808702318e+02 6.540138105641778558e+07 8.691950435725691477e+02 2.324708312123279114e+11 9.397839670178556824e+10 -6.037962144179249763e+09 -1.991467547102423123e+04 3.323053306188285205e+04 1.149170884356087299e+03 0.000000000000000000e+00
0.000000000000000000e+00 6.538241040671984863e+10 -1.586500999518377075e+11 -8.031568275367708206e+08 3.036540652892835715e+04 1.743155769631415751e+04 -2.118382277297688688e+03 4.200148132868849486e+07 8.102149782678374095e+02 9.148139800575408936e+10 3.344944809450368042e+11 8.741104653940558434e+08 -4.624950823058495735e+04 7.671150133890000689e+03 2.069463557045480229e+03 0.000000000000000000e+00
0.000000000000000000e+00 -3.175082164127890625e+11 1.528215353290103455e+11 5.034545292790182114e+09 -2.839344357995395694e+04 -4.587898070990228734e+04 -2.035655705124117958e+02 4.816142602440868318e+07 8.222267903920059098e+02 -4.392603253324829102e+09 -2.455989345386171265e+11 -6.553988257440653801e+09 3.405837116023652925e+04 -7.741533024065563950e+03 -1.769240889083127286e+03 0.000000000000000000e+00
0.000000000000000000e+00 -9.976869086348353577e+10 2.074870230278507080e+11 4.638527229894033051e+10 -1.885178411804929056e+03 -2.135259278587747394e+04 2.883969419097514219e+03 6.671918258695022017e+07 8.379074317961176348e+02 -3.269774420180627441e+11 -9.968932213205461121e+10 1.411330014182475090e+09 1.052193848024166437e+04 -4.251860156021962030e+04 -8.216498470715709118e+03 0.000000000000000000e+00
0.000000000000000000e+00 8.589747170426315308e+09 8.628104190913223267e+10 1.761109397607706451e+10 2.227936644301091292e+03 -4.820864084116719823e+03 1.783600407091287025e+03 5.601989794712783396e+07 8.175904180788444364e+02 -1.643193141521304932e+11 -2.258217397293665161e+11 3.583338725517299652e+09 3.836891001541289006e+04 -6.337013924385717473e+03 -2.488605747347460238e+03 0.000000000000000000e+00
0.000000000000000000e+00 2.262271495020256958e+11 -5.140381380295518188e+11 -7.174718201585891724e+10 3.671980606221978815e+04 3.453860286257967527e+04 3.754919685295263889e+02 4.947508789719159901e+07 8.243514261834908439e+02 2.045214608628762512e+11 3.028982589739102783e+11 2.259280287767743111e+09 -4.210758439373933652e+04 4.151711461867572507e+04 7.593277572129853070e+03 0.000000000000000000e+00
0.000000000000000000e+00 1.931966952656842041e+10 -2.436101761213311768e+10 -4.427602581070989227e+10 7.556691512233242975e+03 7.809078096049241140e+03 -4.767316206974683155e+03 3.807264807325790077e+07 7.876732025497489076e+02 -9.358261467716154480e+10 1.908802483684866638e+11 7.808147850310647011e+09 -2.378543215202676947e+04 9.055035127909130097e+03 5.809212675601865158e+03 0.000000000000000000e+00
0.000000000000000000e+00 1.232279847814580536e+11 2.858468368359868774e+11 -5.860030083595512390e+09 -1.956755522427944379e+04 2.034960445805334166e+04 3.670838637045060295e+02 2.381118482291789353e+07 7.780620852764302526e+02 -3.618669753722681274e+11 -1.302435333703080750e+10 7.335336855350231171e+09 9.649035600002715000e+03 -5.023014561824672273e+04 2.661699450158155287e+03 0.000000000000000000e+00
0.000000000000000000e+00 4.000852685798007202e+11 -1.391329763866812744e+11 -3.833012882919445038e+10 -2.055611392728148530e+03 4.767517250618441903e+04 1.563707045250945612e+03 3.691602811048497260e+07 8.009795266150086945e+02 -4.407598062636572266e+10 2.282917044914432678e+11 1.630797096507411718e+09 -3.033273874425866234e+04 -1.716879718575386505e+04 2.570740944671059879e+03 0.000000000000000000e+00
0.000000000000000000e+00 -3.390065663250430298e+10 2.312624072986263428e+11 3.127252915430979919e+10 -1.711658646388186025e+04 -1.538196770888175524e+04 1.375587271685471705e+03 5.527093001330033690e+07 8.499970340016294585e+02 -2.129929448480109558e+11 -1.958867655485481567e+11 4.798924105733160973e+09 3.764209510912613041e+04 -1.720074860238828842e+04 -3.206164376394677674e+03 0.000000000000000000e+00
0.000000000000000000e+00 6.513460818748544312e+10 1.527672598227454834e+11 3.151343165988897324e+10 -3.542048129045160749e+03 -1.702227224170293994e+04 4.568039384244073517e+03 5.994261338036230206e+07 8.177489841994178050e+02 -2.780070011446572876e+11 -2.292104527317387085e+11 3.549561149207119465e+09 3.686526694785875588e+04 -3.476743266773526557e+04 -5.929218557093301570e+03 0.000000000000000000e+00
0.000000000000000000e+00 4.801271555767463684e+09 -7.028234209096102905e+10 -4.328401139610503197e+09 -4.692601201171069988e+03 3.529608132382411441e+03 -3.385999485831711127e+02 3.939117047906886041e+07 8.149201757637101764e+02 -1.973877884905490112e+10 2.088054504335223389e+11 6.457346959392846823e+08 -2.297592263293724682e+04 -1.200081859096254811e+04 -2.713370221378464748e+02 0.000000000000000000e+00
0.000000000000000000e+00 -2.003730371729364014e+11 3.319446232200488281e+11 1.861256645486959934e+09 2.150537188111304204e+03 -3.059143958653775189e+04 1.191198510440736129e+02 7.448829962987786531e+07 8.390915278894799485e+02 -1.806670355393300171e+11 -1.079650224247712402e+11 -2.722420244050228596e+09 6.213977806025752216e+03 -3.021417214584389149e+04 -5.980765804953063025e+02 0.000000000000000000e+00
0.000000000000000000e+00 -2.630648893993852234e+10 -1.116924930883619690e+10 4.193265127379737854e+09 4.510230652614372957e+02 2.229656131131318034e+03 -2.820990143374063791e+03 3.806689914378531277e+07 7.958140812432671964e+02 -4.438527088275268555e+09 1.813584541146911011e+11 -9.945699029396253824e+07 -1.779529894355707438e+04 -1.086899293552237214e+04 1.242521001888065257e+03 0.000000000000000000e+00
0.000000000000000000e+00 -3.273905531413844299e+10 -1.411910582795089722e+11 -1.360014542116764069e+10 2.886606404362457397e+04 -7.152796454177187115e+02 7.250718954692691113e+03 4.911006916117636859e+07 8.111374545029788123e+02 -2.260410905867362061e+11 -4.790141543009358215e+10 7.691761548292534828e+09 2.169419412563512742e+04 -1.673160106360975988e+04 -3.613519800320528702e+03 0.000000000000000000e+00
0.000000000000000000e+00 -3.764322434321237946e+10 3.534670922862607422e+11 -1.761850147692555904e+09 -5.044130554332889733e+04 1.114133244504428149e+03 -1.712282624439834535e+03 5.227105887552686781e+07 8.253271524401319539e+02 -4.456936224726501465e+10 -7.689543258146536255e+10 -4.963586345832698822e+09 -1.871501181434854516e+03 -9.395654452852584654e+03 2.066874033199487258e+03 0.000000000000000000e+00
0.000000000000000000e+00 -3.578280470290255127e+11 1.138952594854902039e+11 1.511185770252894211e+10 -1.633694380757911495e+04 -5.066529097895673476e+04 -1.210912087487334702e+03 7.579009736679488420e+07 8.642321548265312003e+02 8.000411280889823914e+10 3.583532707785500488e+11 2.085841110728034973e+09 -5.089515450228028203e+04 9.308335948040992662e+03 3.247213816153612242e+01 0.000000000000000000e+00
0.000000000000000000e+00 3.434708650627197876e+11 8.976865770007919312e+09 2.678156079258321381e+10 -6.900286092011030632e+03 5.269647078092048469e+04 1.478956991422267947e+03 6.589395130291130394e+07 8.743820873038276886e+02 1.894655255786432190e+11 -2.646898349319426880e+11 -5.634672600479850769e+09 3.475317085639406287e+04 3.169897703522859229e+04 3.729960404810037744e+03 0.000000000000000000e+00
0.000000000000000000e+00 -7.789009867786297607e+10 2.042189553671461487e+11 -6.429300116771755219e+10 1.344680168953397515e+04 -1.000243798030951439e+02 3.140404515023383283e+02 4.714191327713143826e+07 8.121261491136541508e+02 -9.506622599692727661e+10 -1.005017170823250580e+10 4.573716143657107353e+09 1.575794318093327092e+03 5.642291072303698456e+03 4.859327708906158477e+03 0.000000000000000000e+00
0.000000000000000000e+00 2.461275151695535278e+11 -4.935308527757276917e+10 5.163976251714006042e+10 -9.016843133593114544e+03 3.895121762488209060e+04 -3.628979288780621118e+03 1.926080030656853691e+07 7.770841237004993900e+02 2.789104456235812988e+11 -3.780138255734172058e+10 -3.036391867251717091e+09 1.556877734628517283e+04 4.376276230700239830e+04 -6.668884619656504583e+03 0.000000000000000000e+00
0.000000000000000000e+00 -5.403635924818101501e+10 -3.464762036128376465e+11 3.141452225846594620e+10 4.931763769934450829e+04 9.211381388058576704e+03 1.870096459077826694e+03 3.742812366777602583e+07 8.178895804046867397e+02 1.936656094094790039e+11 2.244911563952207031e+11 -3.365463063200461388e+09 -3.413623808856310643e+04 2.603854762810903776e+04 -4.658375897581877325e+03 0.000000000000000000e+00
0.000000000000000000e+00 -3.762094888617816772e+11 -7.982371450301724243e+10 3.700804220058897400e+10 2.466818857975710853e+04 -4.741058347968813177e+04 -3.093688128961484836e+03 2.007764708409447595e+07 7.746789039298394073e+02 -1.434065729254223938e+11 -4.149238880276400757e+10 -9.776114639892913103e+08 -5.193173801444532728e+03 -1.692610127215944522e+04 -2.708586586851853099e+03 0.000000000000000000e+00
0.000000000000000000e+00 6.468235406243392944e+10 1.216359865109063721e+11 -7.134577536837240219e+09 -1.873171154420339735e+04 -3.453968858623615233e+03 3.255391628835536721e+02 4.588725342001944035e+07 7.913381937187549511e+02 -2.457744332825961304e+11 -4.355950119780194092e+10 7.724439323685379982e+09 2.051044229514872131e+04 -2.510285559796202870e+04 6.463710948467812614e+02 0.000000000000000000e+00
0.000000000000000000e+00 -1.176985163864343414e+11 -3.298894523771638184e+11 -6.700961660620871544e+09 5.126070367486184114e+04 -9.965368371572936667e+03 -7.167814897346552243e+02 5.745411741654651612e+07 8.190319078462814559e+02 1.741411283491842957e+11 1.257617922807503662e+11 3.129669911944735527e+09 -2.451501422387751518e+03 3.172806510998852900e+04 1.425822531930919467e+03 0.000000000000000000e+00
0.000000000000000000e+00 1.028859312124187622e+11 -2.265516673412564087e+10 -3.855042607750681877e+09 -2.432034542453053291e+03 1.887580888558372681e+04 1.788623002756354481e+02 5.744566152529601008e+07 8.168713061975979599e+02 -2.109868405503501587e+11 3.336240648433702393e+11 7.783986743653713226e+09 -4.391238806685469899e+04 -2.393391443497825094e+04 -6.272874821857749339e+02 0.000000000000000000e+00
0.000000000000000000e+00 1.502729237099544067e+11 -1.681272788453478699e+11 -4.927500778042029572e+10 1.212644914058884024e+04 3.192949101816980692e+04 -4.210670749275644198e+02 2.913773383917441219e+07 7.835732762613679370e+02 8.765767781188685608e+10 -3.941579451470863342e+10 -3.877060163457038403e+09 1.403901435991137259e+04 2.566047704647102364e+03 5.636949024080071467e+03 0.000000000000000000e+00
