Label Ep Ev t_t m_0 Delta_x Delta_y Delta_z Delta_vx Delta_vy Delta_vz
0.000000000000000000e+00 2.607571020521755600e-01 3.962146261682321646e-01 7.724910926328454330e-01 4.207689852924598739e-01 8.735394866374777134e-01 2.117445249102041793e-01 1.322246764945333997e-02 7.239444093009350656e-01 8.639337886988203152e-01 3.930522556226491160e-01
0.000000000000000000e+00 3.622272059447079751e-01 5.609984609572049585e-01 2.011455027375963489e-01 2.195897476800166004e-01 2.264087846588869191e-02 3.631131001744920539e-01 8.142303715740245584e-01 6.255132953985389488e-01 7.062818529821895952e-02 4.651112374899111224e-01
0.000000000000000000e+00 4.581098356231851354e-01 6.618304619617111362e-01 1.375086079504199144e-01 1.130327568310161013e-01 5.043673270460496960e-01 3.769578100489626715e-01 3.592764800581876861e-02 5.072475682975584599e-01 4.112868695755539372e-01 3.361442713583221442e-01
0.000000000000000000e+00 3.118058221413125275e-01 4.042743053432777400e-01 8.153374288167691830e-01 5.551275526714940511e-01 8.230038384951596786e-01 1.197678135448153047e-01 1.394248188758706597e-02 8.479728773326310476e-01 7.928083687035530902e-01 5.504612574468089603e-01
0.000000000000000000e+00 6.853220488400293409e-01 3.890922077991101347e-01 9.954709584373102604e-01 7.589994411427172238e-01 8.625641430518773412e-01 8.443013467612932033e-01 4.464326108562925999e-01 1.323828603022479955e-01 8.203513938303793607e-01 6.841260039623241473e-01
0.000000000000000000e+00 2.706690376651398888e-01 2.680411440710874227e-01 2.693529327510633675e-01 2.367563670054781966e-01 1.056876269302722826e-01 7.191514317004245038e-01 9.237844614038387414e-01 2.468924199961483323e-01 1.650685508605946317e-01 2.242717738862312626e-01
0.000000000000000000e+00 8.984580463170724340e-02 1.641099139354539604e-01 4.767769322146327426e-01 3.787335306842214422e-01 6.694762955859686615e-01 9.659918229659379962e-01 6.250206651293479521e-01 9.690328758123434305e-02 6.369115639785978278e-01 3.100999980172483017e-01
0.000000000000000000e+00 1.889632444389748527e-05 4.136982315954056133e-02 3.591567468742137836e-01 2.174701942634484908e-01 4.571464513271186747e-01 7.113647811495055207e-01 5.940695482978793907e-01 3.852390716574503604e-01 3.198214130789165388e-01 5.058690715628613166e-01
0.000000000000000000e+00 5.740948212109336923e-01 7.481023032320645028e-01 1.417469917421398939e-01 2.004833654945556987e-01 6.590043222065626871e-01 3.643931697605347630e-01 1.229879335940455842e-01 5.075407649611191063e-01 6.565931163358273981e-01 1.752967966585490256e-01
0.000000000000000000e+00 1.287729288016771778e-01 1.360806638666809398e-01 9.961040355265748936e-01 6.392120888563885828e-01 3.817998846742400865e-01 3.631117380261982275e-01 1.850942280238110915e-01 4.896841861198090728e-01 3.720616387815146586e-01 2.807685775252527494e-02
0.000000000000000000e+00 6.724024334273018266e-02 4.064622970491374443e-02 2.744086057441995075e-01 2.207207044310370847e-01 4.346686590686316687e-01 8.454133870709217291e-01 9.976856459229372920e-01 1.932870527574627739e-01 5.414090242742742864e-01 3.314350903024263495e-01
0.000000000000000000e+00 7.731775869271996523e-06 1.535165189603810432e-01 4.313810785327001907e-01 2.687551479980792024e-01 2.068071295136569288e-01 4.748941465573277565e-01 5.491193923416958222e-01 3.919302414122202705e-01 2.872950471292274877e-01 4.808703234697817019e-01
0.000000000000000000e+00 7.791209160003986778e-02 1.481223025400194571e-01 7.857345983992631844e-01 4.450596830232260714e-01 1.244456510050714892e-01 6.448460193516895034e-01 8.347291180514482267e-01 3.129119573741657723e-01 2.325700678049916204e-01 4.109914139747288253e-01
0.000000000000000000e+00 1.208090324417778898e-05 4.036259225188580657e-02 7.941396406014218368e-01 4.202088411277413726e-01 1.397662460757018166e-01 1.538120660179853605e-01 5.444820896593443038e-01 8.007126400504389618e-01 1.675694313437223193e-01 4.748294470114207688e-01
0.000000000000000000e+00 8.405154062981673446e-01 3.936352675577574622e-01 7.841749031786795499e-01 4.057080527639778111e-01 6.694229209782447398e-01 7.073180479406655508e-01 1.856143646430859495e-01 2.806404557411245060e-01 6.102237949012883078e-01 6.688361374069063947e-01
0.000000000000000000e+00 2.357121010729867072e-01 2.710945479960535365e-01 1.320828946607016663e-01 8.046188510652996229e-02 7.984323052570829748e-02 7.674541046736504946e-01 9.985061964928414469e-01 2.710195147705913854e-01 9.215448267245790470e-02 4.414887889077399596e-01
0.000000000000000000e+00 6.089756540283899205e-02 2.392585930642564945e-02 2.786838470699905534e-01 1.686099928828763694e-01 6.211127439076290502e-01 6.327094766593923669e-01 8.038746205881870388e-01 5.206040828282507693e-01 6.142664750946035257e-01 5.154592586968355095e-01
0.000000000000000000e+00 6.978690755709897331e-02 7.017150610131234201e-02 6.605935487023029129e-01 5.330834826757140377e-01 6.223377079814884638e-01 1.293701681992763253e-01 2.606133624942221783e-01 7.800084616396198989e-01 6.886846524106382539e-01 3.911057336123905936e-01
0.000000000000000000e+00 2.798784585027447869e-01 4.247273354830548575e-01 1.307297477491660143e-01 1.437861299402474202e-01 7.785348727923677714e-01 6.390981855217168217e-01 6.276762795422312635e-01 4.847564584895969197e-01 7.640818044977032431e-01 7.558100357698297467e-01
0.000000000000000000e+00 9.770360159883641205e-02 1.036744039955736219e-01 3.569650913045870344e-01 2.869039888716615749e-01 4.585429234018973399e-01 5.985789942133988850e-01 8.861750073413314777e-01 5.563736777626767660e-01 4.611444907969113882e-01 5.855412763040128699e-01
0.000000000000000000e+00 1.151475294973354629e-01 1.076404860437035343e-01 3.428552325958416636e-01 1.890844423016506681e-01 4.522720103332050767e-01 7.202776488591141613e-01 9.984434462450726411e-01 3.182985885446111274e-01 5.809176423278770152e-01 5.923258907895911918e-01
0.000000000000000000e+00 1.135494634461583080e-01 1.131763653376807593e-01 7.980021276280289122e-01 3.456191178270806574e-01 3.928639308542253294e-02 3.252081724781027416e-01 6.786441624500190173e-01 6.217167363946024539e-01 5.857889475171046412e-02 4.080495116229065355e-01
0.000000000000000000e+00 3.147560232045375495e-01 4.629961592264350556e-01 2.615531964792612851e-01 2.279529449327526436e-01 5.845624467908954180e-01 5.603295893782650472e-01 3.381001052221621617e-01 4.909591336029151543e-01 4.432083547208975904e-01 1.275352552604272494e-01
0.000000000000000000e+00 5.527578216834952984e-01 6.292343815911114469e-01 6.777048494570669934e-01 4.930036645402235962e-01 1.143660988639835785e-01 8.183575254671410226e-01 9.986497737869990399e-01 1.849677068223668508e-01 1.290902600911412179e-01 3.127704504780889905e-01
0.000000000000000000e+00 3.137029231055739609e-01 4.727877934681985472e-01 6.013781292859503580e-01 4.358190011781823969e-01 8.281336259155969159e-01 4.577379205107630633e-01 3.248605434941054249e-01 6.135678416184202622e-01 7.364203207943337270e-01 6.364365924151121900e-01
0.000000000000000000e+00 1.255440338858611060e-01 1.623922910541882592e-01 1.371821985443685277e-01 2.833735410847557645e-01 7.335561326572386243e-01 7.599612519739512573e-01 7.720437590539497297e-01 3.425760696524121629e-01 7.540349626313500586e-01 5.186818400767471138e-01
0.000000000000000000e+00 7.078795887507908802e-06 1.549516837729607022e-01 5.233862460311455855e-01 5.436911149557639433e-01 3.726205400659281519e-01 3.814191379997277087e-01 8.549591298089445068e-01 6.564100288959289209e-01 5.526675728050245429e-01 5.867025501247987718e-01
0.000000000000000000e+00 1.369587471058518666e-05 1.105858722917878317e-01 7.902884929139790682e-01 5.242115007440517616e-01 3.774484185985362839e-01 2.457730806867164386e-02 3.525104613140382925e-01 9.343121878294144977e-01 4.418581949726342883e-01 4.841146736735319478e-01
0.000000000000000000e+00 1.684585157453724336e-01 2.584787477150423118e-01 5.371731613791341786e-02 1.511071452790568870e-01 8.932444339520743126e-01 7.900474746568590945e-01 4.716575618520315039e-01 2.493219702713124486e-01 8.835018622448220782e-01 6.574885033136537160e-01
0.000000000000000000e+00 5.256127507076739924e-01 7.485524940929911830e-01 8.855471755764041664e-01 5.425891616953792962e-01 3.724581500706899417e-01 5.367868127313168980e-01 9.974698939875459303e-01 6.016051865799220133e-01 4.565907695392293353e-01 5.157350261571201910e-01
0.000000000000000000e+00 4.644658270712640619e-02 1.075992422527099202e-01 8.721699614464519801e-01 3.331962809239126244e-01 2.074543050948985945e-01 2.210332511508071862e-01 3.116930616141026511e-01 6.700210632083692941e-01 1.811272419581809734e-01 5.701975010583295589e-01
0.000000000000000000e+00 1.103950540779726763e-01 1.330137285762216515e-01 9.144491135957495409e-01 6.337245238646040946e-01 9.360912249850654732e-01 2.888505204206573973e-01 5.312109788055990878e-02 6.861385106973629799e-01 8.855595372947482335e-01 3.455800694504719273e-01
0.000000000000000000e+00 4.148811559051679421e-01 6.309821404232829334e-01 9.188551790598240565e-01 4.936061327255805153e-01 9.105716370101879509e-01 2.135427653593535147e-01 4.338864038874623574e-03 7.272301745463120026e-01 8.512793945740997348e-01 2.237860767222274450e-01
0.000000000000000000e+00 2.646610118832194985e-05 4.207219939554159016e-02 5.623413637385432651e-02 1.395015506191796817e-01 6.529115941488146113e-01 9.756951227413723782e-01 7.031904396925838796e-01 6.356695363397180110e-02 6.470348740747545735e-01 5.275134060980350981e-01
0.000000000000000000e+00 1.129154291318012066e-01 1.452855110913551240e-01 9.006826686090874112e-03 8.108667065094277149e-02 2.968430457406315837e-01 9.081109917931728948e-01 8.679491232277991575e-01 1.388386734212246343e-01 2.698984130283196836e-01 8.796822231483452104e-01
0.000000000000000000e+00 5.609453920147464689e-01 7.328612492556464408e-01 3.337800577959765813e-01 2.505433246974240191e-01 6.876616559604926682e-01 3.839612404302933379e-02 7.576374492149917650e-02 9.222421153715296693e-01 6.637410598788899829e-01 1.699288603631993744e-01
0.000000000000000000e+00 2.310007325083874019e-01 3.886391316173271604e-01 8.227780298811555593e-01 3.916517884172847630e-01 3.750320502114397603e-01 7.103858547962689229e-01 9.625332704339810697e-01 2.755730554325346304e-01 5.188003213616612097e-01 2.116349188384157309e-01
0.000000000000000000e+00 2.211984013857145048e-01 1.750242017581271348e-01 8.011869953338857098e-01 5.556032130718966400e-01 1.361840859477415622e-01 1.583524775476030100e-01 5.363909877082249089e-01 8.083922536695233863e-01 1.537801578018500037e-01 5.740806117650022466e-01
0.000000000000000000e+00 9.403117881110267806e-02 8.813029962896939962e-02 3.355394139853837276e-01 1.987561730936988624e-01 4.964380448774349808e-01 6.027969790802483185e-01 8.359630615119049146e-01 5.434396377703585301e-01 4.965567663347265071e-01 3.230648817513293580e-01
0.000000000000000000e+00 5.580466301309132682e-01 6.666274054411134298e-01 2.839045116521055623e-01 1.336041953268827243e-01 5.711188519919986328e-01 2.015215650521023916e-02 1.966495157802417570e-01 9.385798303109813556e-01 5.782722735159885330e-01 6.369761803304447856e-01
0.000000000000000000e+00 5.102806245601237967e-01 7.512185779644074968e-01 7.431774581516099598e-01 5.487523717596900497e-01 5.713335650915287722e-01 5.784497906646665077e-01 5.844277071182746308e-01 5.657506987998652814e-01 4.907198625389435631e-01 4.232255863335824819e-01
0.000000000000000000e+00 1.426313619040268099e-01 2.587365769423907724e-01 3.550132500593095042e-02 8.214568155369050828e-02 2.873510290886593932e-01 9.259779492308827242e-01 8.964175586756695235e-01 1.462860178983843573e-01 2.614003960439730267e-01 5.191032965586273029e-01
0.000000000000000000e+00 5.914931366906631821e-03 7.286886037355194690e-02 7.985783188761241824e-01 6.174592220664161246e-01 5.158449752702443103e-01 6.423504631822526401e-01 9.615195662010560529e-01 4.889645922594333949e-01 5.824482446830625548e-01 4.669837404768670819e-01
0.000000000000000000e+00 3.119083124790416606e-01 4.896439298770366433e-01 3.560684226495042237e-02 8.980158169348229080e-02 9.187614383773257121e-01 6.024943372783050366e-01 3.992971278284885295e-01 4.479702516787328892e-01 8.952643989135661284e-01 7.960574075263480154e-01
0.000000000000000000e+00 5.525986671041412945e-01 7.348990152143918264e-01 7.011104771343075193e-01 4.790509307872108380e-01 6.399608015669490113e-01 5.287842893750133166e-01 4.620933656667327583e-01 5.823958536970228472e-01 5.320776536304314686e-01 9.568488764205423935e-02
0.000000000000000000e+00 4.537645155513810036e-02 2.288321891141152989e-02 2.692623633931672811e-01 3.077968876346277582e-01 5.071469973437053858e-01 6.978374033792820175e-01 9.900756519365112585e-01 3.698899147648985752e-01 6.205483383374633677e-01 4.932591903233065622e-01
0.000000000000000000e+00 5.897323804015691085e-06 2.846486267519806809e-02 9.882889941551611379e-01 6.396234485271827808e-01 9.503855341925793176e-01 5.784633132080032603e-01 3.255782634699522227e-01 4.353834709484366572e-01 8.875561273253900207e-01 4.041231388906328381e-01
0.000000000000000000e+00 4.689438248841410473e-01 3.972109164099597578e-01 2.513283848945237486e-01 2.265497266333849069e-01 1.578647890295473144e-01 1.387010450296638497e-01 5.634155912114512388e-01 8.727639402946334446e-01 2.234306854793665087e-01 3.736943885889811856e-01
0.000000000000000000e+00 3.078274937361095249e-05 1.378635357717574728e-01 3.731974811778565049e-01 2.774503195402386879e-01 1.777872808829348283e-01 6.072596038364675985e-01 7.674083728976968111e-01 3.032319005384958022e-01 2.872838737405354337e-01 4.686701348685422541e-01
0.000000000000000000e+00 5.763134582511933446e-02 1.887872971089363944e-02 2.717652912584940794e-01 2.917991380794653367e-01 5.533187288502116052e-01 7.980404487393104596e-01 9.649211749251755954e-01 2.679777716729748738e-01 6.432592373531600405e-01 5.722903284019044134e-01
0.000000000000000000e+00 8.433340914410104860e-02 7.016994477453193657e-02 3.525697007833087926e-01 2.813421471359287551e-01 4.625892860769738602e-01 6.011176033940760499e-01 8.641361381001130271e-01 5.433932215292116563e-01 4.630982457815180919e-01 3.969355154699020227e-01
0.000000000000000000e+00 1.028121785185687476e-01 1.072366376368460439e-01 4.002403655973124086e-01 3.018123914484460713e-01 3.590135751329716074e-01 6.874155710780585071e-01 7.954062598147650931e-01 4.339898611090826641e-01 2.969397612174334844e-01 7.153724403250829589e-01
0.000000000000000000e+00 1.187273212916475362e-01 3.263339800496733445e-01 4.763239586216330701e-01 3.600369602809827541e-01 3.122617329601869995e-01 4.685946601428991332e-01 9.925798544364503595e-01 6.889173665453448558e-01 4.454557134812953678e-01 2.518607455408217732e-01
0.000000000000000000e+00 1.531690734161467412e-05 6.748356108945441356e-02 7.064510413286249069e-01 4.771966568859049573e-01 1.339752267508797501e-01 7.788462077793788518e-01 9.636074743680236310e-01 2.183983296626195725e-01 2.146932098439739423e-01 4.765536166264313644e-01
0.000000000000000000e+00 1.230343736766992546e-01 1.497562102745011725e-01 8.123838718737341758e-01 5.887858512752561779e-01 1.222916881082423690e-01 1.777183294295990867e-01 5.341080466415110140e-01 7.682817385070376259e-01 1.286897647172235426e-01 3.685251706239638936e-01
0.000000000000000000e+00 8.772413508645972302e-02 1.298830749649212135e-01 8.540297790728523797e-01 6.414983273340437719e-01 2.157298858635033900e-01 7.205384983885462225e-01 9.026565044858239073e-01 2.194964232131177972e-01 3.240379418079207263e-01 3.247996707705025354e-01
0.000000000000000000e+00 2.537363380750024544e-01 1.232483710828623097e-01 1.020050041657701856e-01 1.435114355522593144e-01 4.058413768427175938e-01 9.903038306442302208e-01 9.042755012619572152e-01 1.701617112020104017e-02 3.808606569009501674e-01 5.713898950650121433e-01
0.000000000000000000e+00 4.564414774566610822e-01 5.551900949045563971e-01 7.447593895624784466e-01 3.531251886669766193e-01 2.334123597450877829e-01 8.730538742022855292e-01 9.973153004605528338e-01 1.142729947893248443e-01 2.845438194542271315e-01 4.139186615034859962e-01
0.000000000000000000e+00 1.828684016380473232e-01 2.084959012403374001e-01 6.731771728039859237e-01 4.579393144844967622e-01 1.102910723944749982e-02 5.496212458246727550e-01 9.492695769286660923e-01 4.747023619054834276e-01 4.611098640463651144e-02 3.084328743646580495e-01
0.000000000000000000e+00 2.800977712484628013e-01 3.327439295412957798e-01 8.242704324469349864e-01 4.737792713935995437e-01 8.579078333867051764e-01 2.030319657625950236e-01 2.155461121141472036e-02 7.184593327271859842e-01 8.608767042686058524e-01 8.249371664404100413e-01
0.000000000000000000e+00 1.218438098536645496e-05 7.006092486175248546e-02 3.582143243795753995e-01 2.288203626269842417e-01 5.169418143745746486e-01 7.555885980606071861e-01 4.654380787902039351e-01 3.211114165049026581e-01 3.724272350152436073e-01 4.957556398964436672e-01
0.000000000000000000e+00 6.378537882010342219e-01 4.566539471330087196e-01 8.849997570495773402e-01 4.340266899629057207e-01 4.397714946832254612e-01 6.024669709082847158e-02 9.440586717954085882e-02 8.839005471977765538e-01 4.046219690164896687e-01 3.592668542726035752e-01
0.000000000000000000e+00 7.411319597221957545e-02 1.047774016974898220e-01 7.134850211775916051e-01 3.531331121812923968e-01 3.195200077793706184e-01 4.585061439668769445e-02 4.223669276817743068e-01 9.137492050851276915e-01 3.494685322902695290e-01 5.254058089318924818e-01
0.000000000000000000e+00 2.826281763582144668e-01 4.994296730193322209e-01 2.597317640721050203e-01 1.633708651147847135e-01 6.350235627563028951e-01 5.804413890584640967e-01 9.092715261302786178e-02 3.397789469402814344e-01 4.560376481892078893e-01 3.686246067648392133e-01
0.000000000000000000e+00 1.131342978674219485e-01 1.721276224826290835e-01 3.240950236802370155e-02 1.276465271355862185e-01 2.857205702650426615e-01 9.224700547863960987e-01 8.946973716935300303e-01 1.283070932932773855e-01 2.588397289592676564e-01 6.018274002291132962e-01
0.000000000000000000e+00 5.904852776599223141e-02 1.668268763657530449e-02 9.297473034026506600e-01 5.602987945615289789e-01 1.611640984784469821e-01 4.573180869880069666e-01 5.610368775857323964e-01 4.224344004316917256e-01 2.048114148387272238e-01 4.280735311481129735e-01
0.000000000000000000e+00 1.205085193134368821e-01 1.191770823882206953e-01 9.674066291834786391e-01 4.511664608728462866e-01 4.165978339215496984e-01 2.024198963748602420e-01 5.670653188404845002e-02 7.003446365115371108e-01 3.073069224187669479e-01 7.740035563196924207e-01
0.000000000000000000e+00 7.768474919162323689e-01 6.076290489535401962e-01 8.927141028480991558e-01 3.740744293066864401e-01 3.446941728249709458e-01 5.888003202586337137e-01 8.207416392456328147e-01 3.690637942231704827e-01 4.457562203824372293e-01 3.720935540334541214e-01
0.000000000000000000e+00 2.981259496158071287e-01 4.110987525804385423e-01 2.213723274472979008e-01 1.721476598680133918e-01 6.129577692963107394e-01 6.445057160084700643e-01 8.351036682338863759e-01 4.947373976771688442e-01 6.291844280244821563e-01 8.310513695386063659e-01
0.000000000000000000e+00 8.782580743943949053e-02 7.894036421917689783e-02 6.030346513509760031e-02 6.297594174651344190e-02 5.725529630942094439e-01 9.946683425501243736e-01 7.632889136081657533e-01 2.497617725573264558e-02 5.539525786679937447e-01 2.266489091188582661e-01
0.000000000000000000e+00 1.006247865451199847e-01 6.284563529846526331e-02 1.228726191328770034e-01 1.597655990444240004e-01 6.703440814061460973e-01 9.399964826258786488e-01 7.844443559756604234e-01 1.109053056001449988e-01 6.816031243121892791e-01 3.488071084381719200e-01
0.000000000000000000e+00 1.585369125485371622e-01 2.554483679051627876e-01 4.133726200985562982e-01 2.822106550876686271e-01 2.662532448358078674e-01 5.061317998013376007e-01 9.996853528863098859e-01 6.185385478942235782e-01 3.802170991962553481e-01 3.458023880058204158e-01
0.000000000000000000e+00 1.009064636029752965e-01 1.040610526050365914e-01 8.870986315802280586e-01 4.260518614021551187e-01 9.098927363614681685e-01 2.246338932263253207e-01 1.633446933727161765e-02 7.884772437484777186e-01 8.672536656840877933e-01 5.114255826112261705e-01
0.000000000000000000e+00 6.541653677194658309e-06 5.749031240932389597e-02 2.592957437460199910e-01 3.174485491568912465e-01 5.364644457457077298e-01 6.137625290946707723e-01 8.643076377483200901e-01 5.417913417481949878e-01 5.648758181734925277e-01 5.160112403053319641e-01
0.000000000000000000e+00 1.972646921595892406e-05 6.224824916286457455e-02 4.157745871306106067e-01 2.970943148907245757e-01 2.193542589180781377e-01 6.085597215914896330e-01 9.720912130234944382e-01 5.367992603272424557e-01 2.146271533422425271e-01 5.155272301883085939e-01
0.000000000000000000e+00 3.482730268386384220e-01 3.489780109076981995e-01 7.466967067206018438e-01 3.370715067204006488e-01 5.978534828007475710e-03 4.236328427745676417e-01 8.179364654768794818e-01 5.393305396120829931e-01 2.036027705890985917e-02 2.177364284953995921e-01
0.000000000000000000e+00 3.916096908559474343e-01 2.766636963549642392e-01 5.411514433589685868e-01 4.186158486137339096e-01 2.623883148316246694e-01 2.569059076743951953e-01 8.165100745365609924e-01 8.035683380488196637e-01 3.457367282191999291e-01 3.771689704681601696e-01
0.000000000000000000e+00 1.181980724039233960e-01 1.691924832108201715e-01 4.323332193141366520e-01 1.875969360450691070e-01 3.347495153089325992e-01 7.672686544275011400e-01 7.838218212927663409e-01 3.617495459272047631e-01 2.464756118329804180e-01 5.344101472781210838e-01
0.000000000000000000e+00 2.639246049169560182e-01 5.102235825286026705e-01 1.007602901708377630e-01 1.575075627395925437e-01 4.246037782033201813e-02 6.077454718023969082e-01 9.903390981322841569e-01 4.836792423935104557e-01 9.820270161804806053e-02 5.630563565403005066e-01
0.000000000000000000e+00 4.794410442527093363e-01 6.287404596655843392e-01 2.970697882587996497e-01 1.806415711425799486e-01 1.519982598327886403e-01 1.458637752667400478e-01 4.904824205971553552e-01 7.989059243024123624e-01 1.481824806831127939e-01 5.434582429191290309e-01
0.000000000000000000e+00 3.013689179575757549e-01 5.090483356184717367e-01 6.297992668954386364e-01 4.126263566238641545e-01 6.022332554953166994e-01 9.283967162313495614e-01 8.789747941634848960e-01 1.441678266114744811e-01 6.305400485252340426e-01 5.782548489695230609e-01
0.000000000000000000e+00 1.740535181947984802e-02 1.124610888426008926e-01 4.748535529228491980e-01 3.838153897081832966e-01 1.837854448497955873e-01 7.967389064308896263e-01 9.472431037310027335e-01 3.118097786939382221e-01 1.658988406279180428e-01 6.773638534017273338e-01
0.000000000000000000e+00 6.259189852629432060e-02 1.262051576390999241e-01 3.785299405068029421e-01 2.021480811214635409e-01 4.721122518756016295e-01 7.732298261390950778e-01 5.552637113350408216e-01 3.143278766496288013e-01 3.523693070115930248e-01 5.174768383108198089e-01
0.000000000000000000e+00 9.517516415851882960e-02 1.205129976086757593e-01 7.190182063938899137e-01 3.317775813760581727e-01 1.865658982358542328e-02 5.463116254205877542e-01 8.407087514569451248e-01 4.043513196058098336e-01 7.057859151261619557e-02 4.235763556397950103e-01
0.000000000000000000e+00 6.591876627368784547e-01 5.527320869559880778e-01 7.729782780957561439e-01 5.442620554293453594e-01 3.229511834031836282e-01 7.903323109118713941e-01 9.766526483704700556e-01 2.075294895731975009e-01 4.180075687940381646e-01 3.623906420884336343e-01
0.000000000000000000e+00 2.315314314801569795e-01 2.256234542423178613e-01 6.128076270095763611e-01 4.913445097775239745e-01 1.706132296145386196e-01 2.973095815750746995e-01 8.736820229895195800e-01 7.197518641045823617e-01 2.412141566542530535e-01 6.649703802894479931e-01
0.000000000000000000e+00 1.897001004368055430e-05 7.407895796947204514e-02 1.075491517060793711e-01 1.287850337578664295e-01 8.898487005828324969e-01 6.992747369181868677e-01 5.040110560980859411e-01 3.839539210910553613e-01 8.680913764394631027e-01 4.330867672401267354e-01
0.000000000000000000e+00 1.200149939872688087e-01 1.321522895552616761e-01 9.275473839941057452e-01 5.423887658159740610e-01 1.585686524772671468e-01 4.609988629598245624e-01 5.684635271974967097e-01 4.154342954772293206e-01 1.844379997842705010e-01 5.155775613350555009e-01
0.000000000000000000e+00 5.718167118298714824e-01 2.505791267027073221e-01 5.332906178136247455e-01 3.459797363517802538e-01 4.129751528549054362e-01 3.824300786694351806e-01 7.513983635494989599e-01 5.763223727818193032e-01 4.852743498019384538e-01 3.844539403689498647e-01
0.000000000000000000e+00 1.275843189948089318e-01 2.528961900401676122e-01 1.371141381485208033e-02 9.264874331956374220e-02 1.698677800996002407e-01 7.691165809496249839e-01 9.573388716226796102e-01 3.502253436947272980e-01 1.417217369638471558e-01 4.895980368089371537e-01
0.000000000000000000e+00 5.949572968868522410e-02 1.211091867959548096e-01 1.732844929456758831e-01 1.709881296818158702e-01 5.354581410299896760e-01 9.481047604025516495e-01 9.166027551751940727e-01 1.062182460791985528e-01 5.978177976851992703e-01 7.089570472730302164e-01
0.000000000000000000e+00 1.979286825771575109e-01 2.447383519196456858e-01 8.155791298483108243e-01 5.944649816889899796e-01 5.191857010551526042e-01 3.302668208559844665e-03 1.308296277962675558e-01 9.577151588720792530e-01 4.957672054635089975e-01 3.635832297022284498e-01
0.000000000000000000e+00 5.588033499821383199e-01 6.966048642212738784e-01 6.152667306750814191e-02 1.087717930083851314e-01 4.974993030537236960e-01 3.492181342218766416e-01 4.640633390681405124e-01 5.422728855049663288e-01 5.872486765911804074e-01 4.369046098683580515e-01
0.000000000000000000e+00 1.176690189270807596e-01 1.743505915299460585e-01 1.336191411915340077e-01 1.858761172843967913e-01 7.693785181193677492e-01 6.754901985009802434e-01 6.753572741121676160e-01 4.169003837807241930e-01 7.719248146515769182e-01 5.238215435309759860e-01
0.000000000000000000e+00 1.402680210970193020e-01 5.391760936237795232e-02 5.009192591535684969e-01 2.296918667361369515e-01 5.385014859546229937e-01 9.955109141855345012e-01 7.562103755474305355e-01 8.642372680531146267e-02 5.033745158483968751e-01 4.947405286525373702e-01
0.000000000000000000e+00 3.072588211159030247e-01 4.017574358237393506e-01 7.295150965404790799e-01 1.892441428723854457e-01 6.666733103776859570e-01 1.503349091673162330e-01 2.100976421388316695e-01 7.648213811935583584e-01 7.239050624809768575e-01 5.105848246631580212e-01
0.000000000000000000e+00 2.792274336443950067e-01 4.918320276266237578e-01 9.255402802161756259e-01 7.227309476096497320e-01 3.736929918306530762e-01 4.791326971539459634e-01 9.642544528092071854e-01 5.868943115607460070e-01 5.192975144971566648e-01 4.246450988111445946e-01
0.000000000000000000e+00 1.043873755463250314e-01 9.653331388025984672e-02 6.176003460213619345e-01 3.438382286947323507e-01 3.604906813558289569e-02 3.798383645427702571e-01 8.736707602647394433e-01 6.309205609975971907e-01 8.664545186893080064e-02 4.753490246168308730e-01
0.000000000000000000e+00 9.372919385274483539e-02 1.546338951489596436e-01 8.466375436571738078e-01 5.303777860009830647e-01 3.468013835840628722e-01 5.891000151982689337e-02 1.929539104315680098e-01 8.863769341747720354e-01 2.946772873560074557e-01 4.192771026520898392e-01
0.000000000000000000e+00 7.061055805294344512e-02 1.870448874762983549e-01 2.600903431750158368e-01 1.805036512611462030e-01 5.966331904936553743e-01 7.849877679673142872e-01 9.330487836757406228e-01 3.153378779516468056e-01 6.970239403698259562e-01 4.328318292105737264e-01
0.000000000000000000e+00 7.541549122701929342e-02 1.509093771725266153e-01 9.783327410157798276e-01 5.088267520815143996e-01 3.882318971186791146e-01 3.962524264599936452e-01 8.351425345549174928e-01 6.079015147435348210e-01 5.652024950812728488e-01 7.554040171239532198e-01
0.000000000000000000e+00 7.767242778621180621e-02 2.376904369422581653e-01 2.254008458290664429e-01 2.336731067081965207e-01 6.870821195354058775e-01 7.590365059964074845e-01 8.323014002591334615e-01 3.695366258040120311e-01 7.456926943501234195e-01 4.979545987723072442e-01
0.000000000000000000e+00 2.476869879542840103e-01 2.601786564919338907e-01 6.054395537127499338e-01 4.383559683777935589e-01 1.970461745849834134e-01 1.956352791837588923e-01 7.404579592367227514e-01 8.239973940306525302e-01 2.791669513743784137e-01 2.437854699476496023e-01
0.000000000000000000e+00 1.889204403492219519e-01 2.799899787991632638e-01 7.084318222695284994e-02 1.455265950662703034e-01 9.405210498668907793e-01 4.807155608783404421e-01 2.535902797260517483e-01 5.661726299831710829e-01 8.842998859530142308e-01 5.339724933464141676e-01
0.000000000000000000e+00 1.201485750654533585e-01 1.832604150693175060e-01 8.528970901656642845e-01 4.723250721536347285e-01 3.203702831956659614e-01 3.794294280728410795e-02 2.891436713389793356e-01 9.094679525669177034e-01 2.948675144483949295e-01 4.849645814166017588e-01
