Label M_f Ep_x Ep_y Ep_z Ev_x Ev_y Ev_z t_t m_0 |Delta_a| |Delta_e| cos(Delta_i) Delta_Omega Delta_omega Delta_theta v0 alpha0 beta0 v1 alpha1 beta1 t0 t_t i alphai betai i alphai betai i alphai betai i alphai betai i alphai betai i alphai betai i alphai betai i alphai betai i alphai betai i alphai betai i alphai betai
0.0 26.138977428163116 17533564830.99359 -25594081204.031796 2684173349.5058546 7417.0963146156955 -12865.871672361798 -1133.527618822834 26035134.136491943 773.1389774281631 16276009336.44284 0.2851063866481553 0.999334581887036 1.1036203663815043 0.2050441671545289 5.05235401259117 1965.592706217284 6.283185307179586 3.134253785962006 7875.9599733374125 5.025936547928875 0.0 7908.5696906290095 26035134.136491943 1.1936243578395238e-16 0.0 0.0 1.0 -1.6153690444278141 -0.0009972509682335102 1.0 -1.4202422245953816 0.010305841445205858 0.9999999999999972 -1.086373838462026 0.02315908772303465 1.0 -0.6040662089723416 0.036719679767632116 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0462550964485121e-17 0.0 0.0 4.0657581468206416e-20 0.0 0.0 0.0 0.0 0.0
0.0 19.082272026248575 409510811.5711365 158022307.18775177 -1374398502.1975365 900.4265791002108 -3993.5904609340687 -1252.671340396245 125980629.15198536 766.0822720262486 48459290300.74472 0.18481609760994688 0.9994532646157801 -0.05151660190052143 -2.2616520632685577 5.1353300641578965 2773.711270968877 3.5884003930753177 4.348972463571974 7076.62763363178 4.998517468315093 0.38772547412160135 8085.384067462711 125980629.15198536 0.40176436890694317 -0.01033744549786286 0.02001638638830336 0.0027880451166723452 -0.0008017761568527405 0.0002177032380792425 6.164587497718792e-14 0.0 0.0 0.198221492222673 0.006919359187332062 0.02561897395237059 0.0034855097458571507 0.00412632146834922 -0.00436213533391932 6.668822526910949e-20 0.0 0.0 1.55632366001162e-18 0.0 0.0 5.182855084426125e-18 0.0 0.0 1.046374142158908e-19 0.0 0.0 1.5011091857439183e-18 0.0 0.0 1.6810766959460034e-18 0.0 0.0
0.0 82.8654576684554 -1984111363.7771225 -5814651691.770477 2074733642.1986504 1539.081452950486 1778.2056502804276 -509.87406187563204 65020990.67262712 829.8654576684554 73206851451.24536 0.09417246307557603 0.9963215061609612 4.722885336826906 0.22799277040332688 0.11937530583182365 880.025283942399 5.30031685568323 3.037612691454492 2143.5445171551173 1.0452693405546607 1.136277947364178 7794.666291587039 65020990.67262712 0.8988853299143177 0.48294612034535134 -1.696264156874576 1.0 0.2559807594247209 -0.3400530185095981 0.9999999999999998 -0.9156445442976667 0.02386418444291826 0.9999999999999999 -1.5373152410605375 0.300841116839811 1.0 -1.7673112335318444 0.26910942621780165 5.421010862427526e-21 0.0 0.0 1.2197274440461925e-19 0.0 0.0 5.692061405548902e-20 0.0 0.0 8.182899712484914e-20 0.0 0.0 2.981555974335139e-20 0.0 0.0 1.9515639104739092e-19 0.0 0.0
0.0 24.174097408707553 -831610508.3730316 -652310781.1723938 97050825.38726473 5710.019844611023 436.6528884192885 -285.002039046237 39024273.88662144 771.1740974087076 51828619680.64755 0.022858106461491667 0.9999942313767087 -0.8065716121987525 2.617184021569642 -6.155456675463616 2852.082474546811 3.75864932915162 6.171825337034504 4062.7498746565643 4.849368072730972 6.1287188279339615 7866.036738240374 39024273.88662144 1.0 -1.4865119734908578 0.19075887549418194 0.6337553851794713 3.141592653589793 -0.0006805231794227938 0.10328424472585535 3.1333992673561553 -0.11388142868119329 0.7341283700732274 -0.9777454159708283 -0.5406837441724064 3.7199660901383076e-18 0.048744802964975305 -0.048881850174939366 3.6411578106956196e-18 0.0 0.0 2.271907281232175e-20 0.0 0.0 3.933635039528455e-20 0.0 0.0 4.438787976341166e-20 0.0 0.0 1.2034746139556465e-17 0.0 0.0 1.4873758228990682e-20 0.0 0.0
0.0 43.64680421828348 253126473.61947632 -219118193.10202026 -217388495.7240734 1330.502139257629 2111.972399359336 -1640.0895819982393 44804406.44489819 790.6468042182835 67289032938.62598 0.09034682574121639 0.9991268772921243 0.557285473773304 -3.021425026492773 3.4019825773349606 1713.9846203144284 4.126508481741608 0.8810115971993713 1922.794952851426 4.8044410965481505 2.167054322364592 7278.9618415112045 44804406.44489819 0.5958674893715701 -0.35350679947031555 -0.05483184953823961 0.6632242257583228 -0.45639656433487713 -0.15350875485083512 0.8786199995691129 -0.501816828619587 -0.2866047400277137 0.9176816734766661 -0.28384538602322884 -0.28877666939329066 0.7822403053543563 -0.100481818948961 -0.1304784214284507 8.767724247425987e-20 0.0 0.0 1.172109937176471e-18 0.0 0.0 2.6864689208480954e-20 0.0 0.0 4.1279976757470633e-20 0.0 0.0 1.7753914022494543e-18 0.0 0.0 6.153069555178117e-20 0.0 0.0
0.0 58.205370813893296 287054351.90753174 1299932660.516899 -1154667626.4633298 3376.1252631637803 2768.0857137496605 -619.8465437128848 45438005.63875268 805.2053708138933 62620463719.88199 0.05601586667345995 0.9993134593526027 1.6909719208472596 1.827782799799978 3.128847444951293 2292.121396630569 1.2776678196260385 4.333996220316959 476.82346109767366 4.878406555729777 3.0098282987341562 7341.336550947055 45438005.63875268 0.9999999999999991 0.8730702995950546 -0.23212372643057172 0.9999999999999999 0.17044490734567183 -0.6682150488224919 0.9999999999999997 0.24118840147681592 -0.7016953717866548 0.9999999999999999 0.5393399278162639 -0.6946781446075011 0.9999999999999996 0.3430551983410038 -0.33293791993564703 4.1520223985402273e-20 0.0 0.0 2.3043724311898255e-18 0.0 0.0 4.613988127044707e-20 0.0 0.0 2.249106618509291e-19 0.0 0.0 3.172471159718242e-20 0.0 0.0 0.0 0.0 0.0
0.0 60.89982306965112 306545081.5666504 412469995.8295517 61749568.00227332 12584.487887880297 -6586.510418144764 -32.303832387443535 71327437.17780468 807.8998230696511 1182364055.3497314 0.4547787952724323 0.999648700053138 -2.235412176734717 4.24765380018269 -6.165992173698601 356.5055948784295 3.4898928834754317 0.0 7993.053990097917 1.9736786626922747 3.18325255662406 7484.983129273205 71327437.17780468 3.278534442509055e-17 0.0 0.0 0.3269855780605031 -1.6634476950985717 0.09892165761823164 1.0 0.9554530003641273 -0.013057200127576472 1.0 0.07360655171127425 -0.14761608478486632 1.0 0.2602006149317836 -0.32588165777174266 2.9056343765293326e-18 0.0 0.0 1.466420546487571e-18 0.0 0.0 0.0 0.0 0.0 1.4906431298097243e-19 0.0 0.0 7.332140340990988e-40 0.0 0.0 1.1621201287810673e-18 0.0 0.0
0.0 75.78544214121155 49691733.712005615 73028013.31666374 225580626.3728695 -536.0491242735693 1924.1174639574674 -864.2593374524193 73040678.37028049 822.7854421412115 68524265749.70969 0.026949655229740313 0.9982346326496309 -1.1985870208608573 3.843663850246186 -3.906841505436362 2392.654653936267 2.324997833901995 2.587764360498306 3237.0500014468853 0.12735589504604475 1.7946096508693035 7887.640218594332 73040678.37028049 0.9861301018406569 1.4171997117363324 -0.8229239035212639 0.028808243957551837 -0.00741286444803724 -0.0012024641841289544 0.9936873432497143 0.5136254241601775 0.5535125248391076 0.9999999999999998 -0.16590505780517883 0.5086983704570899 0.9971824544959533 -0.10140861464400752 0.5667916261539623 7.287822135517322e-20 0.0 0.0 1.839497182176079e-18 0.0 0.0 1.802417216012909e-20 0.0 0.0 1.1529953029628571e-18 0.0 0.0 2.555952549001585e-20 0.0 0.0 5.068769595373087e-19 0.0 0.0
0.0 71.60969347942682 -32042409403.0562 -25933158230.143356 -597038371.8192403 -453.80607806345506 1256.4960837436302 -501.15673706672374 92393601.30326754 818.6096934794268 109733984169.34062 0.11027696398682245 0.999485765073633 3.9905152153408108 -0.38763791571504047 0.5455522474859498 2277.332508417018 2.8161834072422036 2.636779683484747e-16 931.6049150438627 1.7708228677373334 3.1575197565195703 7489.8850623915205 92393601.30326754 0.999999999999999 -0.8571340969424599 -0.026999881690667166 1.0 -0.404075032258107 -0.1457670639516454 0.9999999999999988 -1.063437465637608 -0.1763896091001334 2.775557561563191e-17 0.0 0.0 1.1102230246251595e-15 0.0 0.0 1.1920802886478129e-16 0.0 0.0 4.336808689942021e-19 0.0 0.0 9.215718466126793e-19 0.0 0.0 0.0 0.0 0.0 2.0979312037594523e-17 0.0 0.0 5.421010862427526e-20 0.0 0.0
0.0 22.92165977421655 4183706901.5942993 3866148964.508728 -454296983.7687962 307.0482718968633 817.1122783155624 659.257664317885 19911163.225014634 769.9216597742166 39416725520.73541 0.05841106413289637 0.9996869718958069 -1.0788704643366027 -4.526203709266808 2.2928637949934005 1969.9359964769988 3.2337845500018205 3.1693931602537506 1601.4549225065214 0.8137135648079303 6.173823582499372 7486.784455333756 19911163.225014634 0.9999999999999997 0.5260762755508858 -0.08744534121615041 0.9999999999999992 0.5905707316652845 -0.07871187043784615 0.9999999999999991 0.57715115507421 -0.06284998555190378 0.9999999999999991 0.38530785336675727 -0.030472239087697833 0.5961166013993275 0.11433186940408208 -0.00697047264630686 4.065758146820643e-20 0.0 0.0 0.0 0.0 0.0 4.065758146820643e-20 0.0 0.0 5.4210108624274837e-20 0.0 0.0 4.065758146820643e-20 0.0 0.0 1.7160209885014326e-16 0.0 0.0
