Label M_f Ep_x Ep_y Ep_z Ev_x Ev_y Ev_z t_t m_0 Delta_x Delta_y Delta_z Delta_vx Delta_vy Delta_vz
0.0 106.85536155141108 -67837965517.55698 101609990174.33054 8224515196.941943 -14078.780677946716 2472.583047980832 -372.61396010620547 65386174.634621575 853.8553615514111 161596812263.53845 161771364380.03848 -4755330082.819903 -30412.07527099383 16839.028655011432 693.0094184106882
0.0 58.860425467355526 -2066449.645248413 1057449.2048339844 -3972603.229376316 7517.685321726507 1769.944228346183 -1636.707159488207 39844228.436362386 805.8604254673555 34057093363.966873 309057037267.12335 876524056.9072978 -39039.58654375018 -3273.3002760427044 1512.1689685648414
0.0 87.17708223266959 -26010981967.0493 27726660566.517273 21691953095.939632 11250.591009312806 1051.828558517238 3591.0236860786245 61944287.3881753 834.1770822326696 54449429538.27846 183502326212.66504 6879798294.653362 -6817.102245493611 22497.0957761047 3627.1831342971104
0.0 34.7931559732815 -325024196113.0631 141582881858.06335 9446705814.161783 -25774.379676839042 -50357.27232552062 -45.45537831572631 25060105.452770352 781.7931559732815 2630304803.0656433 -210837823415.11035 -299035623.9014565 25845.897008157208 14487.248545233437 -1246.6912442737944
0.0 34.68499706388525 5415608835.930481 369372640.73812103 -3186924953.5932875 3453.26208424602 48.33703207958388 14.191799487459413 29313237.589007873 781.6849970638852 164634531201.06708 190483771355.34576 4314763112.100378 -13259.241345142547 33324.50462340794 714.888896699546
0.0 62.729186848764016 -91715.74903869629 -66646.16195678711 -60712.684970498085 -723.908756479439 12230.8028379982 242.04321774010637 41192896.60840398 809.729186848764 -221507886055.14807 95504297256.10524 4659837652.384919 -19971.37582627563 -13342.260390724721 130.49257453996702
0.0 123.7001269752567 -26966321038.211075 23222532743.677612 -3237834622.7706923 6631.501738799465 1722.9408947125958 -3499.3518516743384 71883591.1084212 870.7001269752567 -184285897257.1538 84460080669.51587 7333061352.082755 8384.822709595297 -24027.044287050558 -3079.861840470274
0.0 78.72788623594226 -94579494784.50948 -47421532071.09213 4974827044.877328 23210.12848472231 -11612.43582197067 -382.2766232554225 51899492.9754902 825.7278862359423 282398226435.47327 80651035538.32149 -541915229.8890864 1269.684125360258 43315.8970861992 693.7042649692844
0.0 69.53981381695598 3573350.4171447754 1715335.708984375 10301347.048290253 4105.2833646082945 7011.474743350743 -3450.8747861726724 41493656.54879589 816.539813816956 -129325643752.51344 107115436635.83282 6183028170.864453 4632.41338706583 -14314.353991736421 3421.0323980289595
0.0 39.45487299936224 -246549.8745727539 893747.250579834 1058704.7591896057 1014.2972867411117 4666.55866441111 -1765.7689399619296 30624072.869804747 786.4548729993622 107391715903.29047 235759732911.04132 5938004788.148879 -21468.688693438682 32675.923506112784 3194.4884809521936
0.0 40.982491162148904 1522814.0144805908 -1248906.9453277588 269903.20935100317 2929.8200222582855 3783.0913831269427 764.5231573640126 25901827.018872116 787.9824911621489 151338668788.26453 202552476358.30542 4755062538.834524 -14978.869732244537 37251.26523229762 -18.918082922592177
0.0 76.30979514000944 885366.5663604736 -288955.21493530273 148432.71728992462 -68.5447601212727 7562.426052143919 1071.8945781597686 42054520.4511882 823.3097951400094 -212389773033.83606 50761151715.24527 7856360479.266022 9243.082247923841 -19021.662412123776 -745.5793494674688
0.0 130.21469851630445 4501415.751312256 5743092.916900635 -9829343.55218792 -485.3404014765183 2926.864258061033 250.4967608068506 71402616.15145157 877.2146985163045 346824422741.5958 -951519073.0226669 -5846243755.658195 -2469.2458952399584 54975.0433321711 1140.2569231227753
0.0 34.176952515587686 71525172426.70247 165709859719.90897 5554307249.326367 -25720.44977875999 30304.089843008605 678.6182335054817 26873740.825645022 781.1769525155877 -377833075754.12683 -57224138442.778275 6360884301.039747 16186.966551816513 -43179.05610518016 -424.77587476803996
0.0 71.41073885668243 -192872945757.08478 155959190512.607 8795482995.92523 -23665.268392840844 -12961.341466118603 -448.7975906904558 47303828.02569609 818.4107388566824 -2531550219.3029327 -263739330550.66437 -6493705040.118619 38797.254884276 -7371.287056031226 -168.74793733607876
0.0 144.77802834363206 580442.021270752 2298368.5346984863 -1817916.1401762962 -2721.7107371813054 2889.150150592639 42.94837036560605 68730689.13099658 891.7780283436321 280581334839.6693 127227073936.49358 -5221867443.206093 -26018.709013313553 41200.89814986957 472.6290708578978
0.0 153.02252390788328 252430.51109313965 572704.3751220703 -674095.1891183257 1825.6989783212084 1547.2252673104376 176.2367959884487 75213777.90667658 900.0225239078833 -66606055054.00937 -237882460737.88977 -6025004343.294012 32920.75108347618 -18198.94997834381 -742.75270630254
0.0 104.30383725627655 1316876044.491272 2456708873.707947 5301298622.298286 2317.73736050546 3562.116575092032 -4790.9674678573065 65893215.33312482 851.3038372562766 8772955469.16507 -354255439389.02026 -3455129075.82573 51897.41971758014 8968.867893632547 6631.613090710805
0.0 36.47650850584 35256669343.568726 20304333903.061325 -4160127601.671792 -2314.626666642156 -1341.5377325364643 551.4233416854817 26724158.078296162 783.47650850584 125223626152.23232 305906673292.089 5108181915.329188 -37571.21985518451 27942.433171623165 583.3083917731117
0.0 25.77881624191798 -85259472417.48697 -276180167457.41766 214210935.11938083 50455.17273369478 -3092.843706091564 -902.090497438828 20947342.00051462 772.778816241918 -24183661903.36258 -116968697138.27332 -6494440704.439663 10891.978350503692 -12820.638223280714 -87.23966926930652
0.0 139.04742030916213 17619455126.954132 -1125280626.0452156 -10263618942.691507 2473.9257496795726 -1746.4422068580534 6339.0874656286005 63813785.23128783 886.0474203091621 -391264558340.5464 -32079197300.612564 5039017382.634849 2733.9821918293183 -51354.28010819666 -6820.022347177157
0.0 76.5364931208884 -322079250298.8816 24879962330.18103 3983046685.33803 -5481.875966562457 -34322.59582522485 -615.348625583248 49138136.88096268 823.5364931208884 244072419439.0929 -146638639586.53418 -5178478649.126629 31492.23308185546 34245.06521219048 453.1991693954658
0.0 64.38180151295762 64565066.24319458 -54618644.33660889 -16669504.076697826 2365.309234143715 2485.719230535953 -5677.928200225265 41389536.38502863 811.3818015129576 -121451920550.34027 89072699317.22113 6642076203.1336565 9026.735993814866 -13155.818526026456 4106.639272406033
0.0 85.72865718258709 27152005.229400635 16414490.358711243 -22105604.204101562 1910.2105198739239 694.9194373577193 10437.969940124693 55131645.19767206 832.7286571825871 -259947442330.03076 -165160695593.64075 5637446472.243369 32469.126596287588 -22000.38099085029 -9282.346903195492
0.0 83.01906185319706 509999.08990478516 727369.775138855 1317452.104880333 -6531.909371183414 -2149.0905318144323 -869.0782854424824 58996160.618094586 830.0190618531971 71878336682.2667 25158566965.0822 -6085061901.287171 -14767.467986741212 -1095.1887317924047 1106.4825055385488
0.0 85.2282505922866 -118641.60339355469 313605.71771240234 -14753.206686496735 1181.2489501310592 1937.9849464479303 -11447.115426894721 49566507.100806825 832.2282505922866 -306107730980.84094 228482417293.37195 7864745105.548438 -21756.166237400255 -41101.722834152664 6336.451736669348
0.0 37.80189905712348 -173168259145.4123 -244778622094.97598 3013541403.7682796 42585.374625628676 -15445.388507182834 -729.5389515512445 45719092.86974662 784.8018990571235 338537806811.32104 -57519290696.40535 -4843013665.294834 13366.33379726236 51170.388685994105 559.2260982338264
0.0 80.0932693316322 1975905662.6748047 -134798802860.76384 -46332245.0468629 20771.61282921825 14649.226730082806 -848.138031097091 43050874.437622786 827.0932693316322 287627542318.1121 219579653202.13712 -2225693986.2227097 -30939.344737137973 41609.06604398745 701.9489620475738
0.0 79.01346699049793 22754570080.190704 -80493917024.59328 -1631123460.8174658 6417.039652178009 16061.589312713308 -923.7719413031678 38578078.159411624 826.0134669904979 119368845143.19156 278740059216.2827 -1328980168.298011 -39470.4764095167 11316.61658903797 784.3852298869595
0.0 53.172370884559996 18551698.826385498 -134072425.6308899 -189140305.34284657 1297.7183048572151 4138.335723186625 1033.143136646474 36154484.71826339 800.17237088456 -125664896712.98383 233411705049.35242 7830250197.096211 -34307.22985329776 1141.5859865440907 -345.93821301369167
0.0 29.730493941616032 1447864152.7460938 3530840109.93808 -1702103984.2085123 11726.47053722566 1791.1269861009132 543.2545436937075 18782368.14582834 776.730493941616 42786982440.3013 378016643863.68494 3608714856.4953012 -46959.924721224925 6309.4940849049535 703.8575617616059
0.0 105.32978319593565 -6716672.116722107 -2031153.8246154785 10111624.834828854 -646.0017873253673 6499.849557812799 -603.577577361752 67283051.40048611 852.3297831959356 -81972350751.71463 -350777288025.11285 -4167183014.3830276 50392.68150203701 -8309.894520165104 1035.0407813399556
0.0 85.69801773548659 -1946169.3177947998 742862.0854492188 -1159908.2864923477 2447.1766537096555 3922.00903154349 3037.053525525329 63605868.05704989 832.6980177354866 -23553028546.58644 -339459878294.64075 -2165946644.3312783 50711.343373101896 7253.468086809976 -2130.877560192703
0.0 96.21801767877139 -2343264.7573242188 -575012.3528175354 -10205756.671019554 3179.7860023826315 3504.949332808814 -5942.527260628812 63049990.85842854 843.2180176787714 -372697856729.5729 -37275042318.89653 3899900053.655648 2217.2626185522095 -46004.48280005638 2821.145996049715
0.0 36.55594127272673 17083432551.718933 30626596627.406166 -4000627328.774466 -1566.7811435658805 6100.777225625203 231.18381367274827 25620165.420218017 783.5559412727267 159202277066.6536 199070956161.3499 4524543518.779976 -14056.594807735746 35821.12111819752 593.3664692923822
0.0 124.43498419534808 1143889.7574996948 -13627251.80960083 -24995779.116862774 -727.3150377867096 7342.714039510522 824.972436333821 77559589.78882284 871.4349841953481 -73785030468.97998 -44889482908.905975 755648895.1947123 -3732.221667103633 7781.502699606373 1719.658593532641
0.0 61.176367493021075 3209391.837097168 -20223646.954711914 14152577.407554626 481.6328665174042 2611.722771584671 -3956.573753561467 56887228.94374438 808.1763674930211 -363965058112.3036 -127950408769.31323 4963211086.328585 22378.700092941723 -44539.0119984558 4743.798502328466
0.0 50.61866780662638 1177186.030166626 -293927.37674713135 -627563.7702698708 6501.748308693818 -2313.837476464476 -1588.3010232755853 33818484.66198547 797.6186678066264 160740749612.38263 162034486183.02136 -4743899436.873948 -25593.921881754362 13012.897925128116 1212.977586559669
0.0 45.600646344700635 54861.65977478027 37104.72927856445 329899.48916339874 4789.040740596114 -5262.862901615692 -3020.291559204465 37577216.9430356 792.6006463447006 196566925182.43124 135299727243.41617 -5427449886.38497 -23843.21473265704 19882.14197921106 2981.160275266192
0.0 38.24784867333551 131538.0202102661 202747.12240600586 202109.4967956543 1969.2324889487209 8812.721420947928 380.11815910344467 32470743.267072205 785.2478486733355 -296684087302.19775 216695609320.83386 7414962084.134146 -32114.888651774167 -29941.56369442754 523.3461020242179
0.0 92.52674708857705 1081556.6353683472 105329.06344604492 3568071.991430223 -1161.2212609831004 3221.8770204087123 733.1891035902757 68932414.77290419 839.526747088577 64475852134.17151 -346156767450.21204 -5954744076.203643 51126.40868230388 11209.672560938105 -296.0996645165542
0.0 30.532524175975823 552997.5783538818 -14985.053100585938 -219792.1316628456 48.26326737566342 11898.027762932228 370.88902402876795 24655631.551343236 777.5325241759758 266008477718.83417 142879907639.94794 838920377.0517281 -7350.233032904782 53544.72758984587 -540.1401811560619
0.0 23.091764605279423 26368033964.80194 -140026955941.48096 -1098532224.9901407 15168.420742172286 20870.595618709012 -820.6968423550695 25829951.838262808 770.0917646052794 50343848233.8244 -124832968046.71451 -6312524562.147391 20732.06848067172 -3428.5517133098147 192.1305576687287
0.0 49.26944868916178 -347101173805.60297 -28734948334.682976 2597606453.1786633 3790.5002073776486 -54938.70280734639 -450.5999448292554 31067994.45486929 796.2694486891618 191795446982.7759 -181195519653.79773 -5492281717.1795435 18129.588636884673 35681.50860365838 -290.5822135004022
0.0 92.81219901471752 -18862744047.88774 25164242340.73726 23896664880.396328 7229.518656137179 -574.9393774045384 2867.0511694800243 64295008.70172646 839.8121990147175 11738249399.30851 95877664044.124 5810012183.502527 9017.906368364354 5874.801937095162 3658.752899482991
0.0 30.01604406641843 -250640901725.7914 -161534377288.64868 5377329072.078881 35212.80849587074 -43582.790813809595 -839.1915431459604 20313032.090843935 777.0160440664184 -51925733690.8754 -70171955416.25479 -4141247741.4946494 -4099.441643680009 -9278.646569521743 -587.5199896056336
0.0 82.17453956654163 1258366.9900741577 -3471893.0897521973 -488732.8108124733 4281.426220800258 618.2624287848348 3003.985009974875 51529434.613084294 829.1745395665416 -57753869110.457855 381381785376.387 5284199451.324541 -47788.37850572223 -10282.00107381759 -2001.1832247756265
0.0 137.60097647011798 240634738.97601318 1847061839.4376984 14194320069.665623 1374.8529555238129 837.759622216734 -271.3928605705494 66621827.76738453 884.600976470118 208713796512.23236 -287773529740.6977 -6422628456.34047 44428.51402698345 33335.38810573323 4371.460541616101
0.0 155.38313608264184 299561.82498168945 -2688831.974975586 292813.9847230911 2227.5210457419707 4560.825064473417 -192.30871971313567 72351047.05413653 902.3831360826418 -104805396745.66418 46328432056.04474 6036123770.823287 -6401.407188373154 6670.396741251116 48.92613775695645
0.0 43.332546094729764 268960688.8912964 8240449.633201599 572758878.110795 2529.1655538918976 1877.2326850759237 6930.5073691691305 45168021.86594118 790.3325460947298 -140654777455.29303 744480112.5758209 7931184356.417389 15621.615039431983 -1166.8786775403096 -3437.5043618755017
0.0 70.87284803231717 63359312.67578125 -185699789.02142334 -11609554.578079224 1935.0295614152274 2843.6535854747053 -93.09953657943691 46440707.838208504 817.8728480323172 -220423585682.59778 36428698139.6373 7956230476.710075 13316.783939527091 -22176.367846920744 -1007.2416260873492
0.0 59.749229956142585 -1837426002.8357391 928604616.9281769 -4139767491.157793 8732.712276321054 -1447.438735608539 837.8797985674869 42748346.604936495 806.7492299561426 124463232111.14429 333976655262.4052 687479920.386165 -44691.543156040294 13043.324078177184 -816.7254590615939
0.0 109.09300305026989 -65084798.52392578 3716557.5001831055 -77066728.37285614 6780.834838040137 3064.2842809029935 -1291.3381642299335 60982828.66112003 856.0930030502699 -203516689418.19168 314317287117.73706 7992676482.975069 -40732.10192173649 -18040.437161806127 -1388.350436936399
0.0 77.7038389567258 -29687431462.543274 43817219823.494934 3867138157.373546 3135.26054633073 -9803.04314481291 480.9632693176621 56346473.0079277 824.7038389567258 112920470771.08147 -47547705235.27644 -3341011105.9646797 16784.87386754487 5186.219005749317 582.7694955545358
0.0 57.36850770150022 -2510392.897216797 10357764.971916199 -8850321.681503296 6052.39013489354 917.396202565993 -1429.5776266552493 42377128.97316173 804.3685077015002 -116399577616.15276 52049952107.404785 7767330218.777945 14642.011118525486 -6458.983578784131 814.1649091089789
0.0 81.03055493943486 393304.37618255615 322667.57682800293 805993.2180790901 1445.8888456204077 2500.3322242692266 10149.838497917373 45044893.452515684 828.0305549394349 -220619920900.961 265556220962.04276 6624083342.001474 -25803.90462008776 -32973.95932342741 -6289.243305764979
