Label Ep_x Ep_y Ep_z Ev_x Ev_y Ev_z t_t m_0 Delta_x Delta_y Delta_z Delta_vx Delta_vy Delta_vz
0.0 49784494005.023415 89794152299.23776 786623652.9497231 8415.30492786043 4837.653944435557 188.7159495953195 68413786.43635222 848.0133813795549 -191995211797.16498 -286841256402.7288 -2968557208.989426 39178.81105947232 -30554.995056333795 -689.4170378115892
0.0 -2493464.960067749 6803894.780258179 -2392762.5874536037 1966.4411998483374 2578.905252968034 739.4628250898552 68074373.18087168 882.4160029235584 -242578831317.37857 -243513095629.27426 -1863461851.1754172 30965.853135990455 -37071.54107789326 -742.2042508070709
0.0 -386296419186.7704 62583287193.20001 8023931057.867959 -10182.602148204538 -50126.95126438675 -644.1714804173243 47223002.30453533 809.1115346190777 113678876557.54414 -262127863965.76492 -6657988817.498142 43806.41380104284 11077.582014320362 71.46363327561906
0.0 17393825528.610535 366051768.8317642 -3255758620.20639 2924.0093473450215 -198.12280124103563 505.9656428228732 47028461.149402 845.7894170219184 -200577624328.01587 -11042153612.673004 7966374491.783139 18092.176256589995 -16510.107474266035 -83.21843525956774
0.0 -197732196553.22403 -305870980120.5123 -174477806.5700596 47527.96697835168 -21310.33630092194 -645.290579740884 42217109.70882614 797.1394501295025 349181873783.78845 76015689768.70737 -4509895431.039463 -11405.350440141021 54393.98980943323 601.128443318872
0.0 -6000696.483612061 -5209613.692825317 -14320280.546007156 2525.099304690064 3587.152713868367 126.20961835807145 42495265.24769256 804.626967566694 -134994134438.72961 -23159936851.120865 7546051945.973633 14656.09271240851 1373.7998767934841 -123.67166306333428
0.0 84079147591.16475 44782330378.595184 -7494481697.57255 -11437.709718922066 1734.3432298608823 593.7354261772484 42261014.22986643 794.703191292328 -128118733624.14096 64297888699.93793 7441092209.822546 10203.85778810353 -11114.21877569279 280.50323554051937
0.0 6676409.138305664 956618.5758209229 4990576.108315945 3182.729719976066 1395.388741845385 119.17118819257114 42517926.35854734 822.7170776568198 -112571858087.70224 47477397463.04257 7880160709.732586 11864.44587613484 -2996.0886167804 216.75228515328325
0.0 59754654894.56385 117383344164.91025 1862988731.2762341 5838.814857070382 15336.304567292795 1293.6629242996203 69970265.79514164 853.5080407734334 -25781605256.244873 -338654201403.8409 -5491984275.928956 51176.86418052128 -7023.240476573487 -451.0961086998605
0.0 13019429.61251831 -16457916.068954468 -58953.4184820652 2276.772301895524 2644.3102680129196 752.2815088833504 69919101.41443966 907.5177794117934 -176404611468.16345 -275131693476.33044 -3604891771.968842 36517.170019412966 -29530.458305189088 -613.6981010750998
0.0 -339118333867.6897 171289360759.81842 6934523128.310224 -26789.279216746792 -41267.62698037633 -289.5125739536917 38517930.112123385 783.9867705951685 33901729062.938297 -361219887694.7272 -5071096434.165289 55198.67581360703 6910.293950351571 -513.5309882568902
0.0 -2264250.136077881 3614051.7025909424 -6324688.613792419 2571.6312778898464 1074.0593779857918 98.0883020357507 38878039.5968356 815.182501121985 -46209938386.24599 84681100516.6271 6652758363.346298 8475.938623411243 1098.3442347938744 126.14174427395545
0.0 -133735875167.44772 309324621261.0371 12513974966.879177 -43370.957763920866 -5737.554786187977 -257.8824716768466 27904100.893728048 791.082851357345 -214909107800.32526 -262955672354.8368 2720177954.8066764 42883.02003099659 -20100.819842599198 -710.7093150322453
0.0 30694905852.78714 19834375326.368492 -2999335548.4198556 1647.7246273894298 -1678.3380831861177 687.8012992132666 29059142.9956786 809.9032562333966 31355823012.06807 323010007823.13745 6809188094.463068 -40284.47508508809 16600.087398659132 399.4348595716938
0.0 -415022998032.1526 -44094420376.36537 9351447290.67679 5417.16385447804 -49607.47099373212 -223.45088660909494 69358956.74810037 861.0434962248813 10118895547.261536 269038049009.51398 508176478.13341403 -35948.54935782399 -7295.619272548232 801.4976057472496
0.0 5746516.257232666 -8392673.474349976 -10795497.317702293 -900.5123327502333 4357.229172491232 -1619.8451276885735 69405236.59586738 844.0153273068145 -244878655120.31683 59499054166.70236 3571899175.119846 -19047.19467736066 -22725.25909119971 -1121.5655931391793
0.0 -358520260834.9761 -150028993965.1474 3650071350.7160864 23109.58895105479 -47336.94479835697 -580.1744409089702 48606592.17110589 796.1153697262109 261330514523.32382 -139488397992.33093 -5145518548.347577 29451.710742895353 37206.697651640454 521.0606347636982
0.0 1940834.5850219727 1783290.0978469849 8805820.070427895 1096.3957531264614 2919.439306174718 -388.70107612579534 48560557.451216504 822.0617732395067 -310515842189.0759 -33760110456.341995 7604596433.711619 17587.083733623287 -34416.142370437155 -459.48651487164125
0.0 -359676487780.1681 141530461334.65637 6176638911.814162 -22217.064034445524 -44468.917866577205 -295.7909405687139 19337708.28894821 774.8522495802025 -51020047081.213394 -73384159776.29721 1136590648.4917278 1283.4587945930052 9011.763005715002 -752.9182228792944
0.0 42530207693.3465 22963287416.737663 -3301234513.949208 1584.0940718875936 -2807.839262921694 675.2192492119888 20369769.339545604 789.8959553926139 45416214018.35032 381629928033.87476 4184228903.5547624 -52067.97632309506 8653.39235080796 668.6602448729601
0.0 76859641498.96234 51137640055.64897 -10684608616.102427 -10757.939218874042 1152.9935212791097 298.0021932368863 68921603.9288353 835.4187642896787 -313101943501.20874 94870412691.65382 5101909562.084324 -21032.46574962501 -35686.08799718475 -574.904769004362
0.0 4949755.880187988 8387391.11038208 662101.0083434582 1273.150351465909 1681.7281500952413 28.64734507538742 68238448.63372914 873.0263410239968 -346032527476.0435 43562292068.72191 4510424617.81997 -13104.553463104714 -42822.02987478158 -611.3374309976276
0.0 -105441970768.51373 313125409329.23596 6271589114.258076 -42442.28674262471 -1412.263740690778 220.43365783576067 27033071.897740513 779.0836673780356 -226834981558.9356 -245011510323.67197 3357064053.0074778 40995.816286245325 -21288.679873378092 -684.228444563717
0.0 36591141247.35892 19868551740.20806 -2821269823.687224 1952.1471599372635 -1994.9539125795782 667.1023567098946 27568986.710224997 789.7713379054485 46239675723.25612 338186997101.496 6351035376.832455 -42828.859881015 17202.44122127839 458.11382111986444
0.0 -297659463132.71484 233509308463.10883 15183812355.566721 -35058.30394570704 -36503.420048042855 -564.1881603651875 71821676.1253414 871.6673889429032 277012855792.48444 199842413767.34 -3443464372.9024878 -32182.06315173953 40275.86489288672 695.1927801596557
0.0 -7990326.445098877 -1367723.7827911377 -7395972.794216752 2446.8592940613526 1993.692415227455 626.906449514439 71586420.28276797 900.2475607519743 -261400529401.46054 -223958442914.3528 -1343992773.9714203 27448.787813265055 -39188.59229932299 -723.4812464037108
0.0 138037560390.693 139922464376.49725 -11535946198.871 -24099.354303936587 13210.020928891745 704.2726580469971 51556338.84360876 825.4319880566499 -365196915420.145 114318613399.64986 7897853319.0827465 -8699.15207593002 -48521.23055312213 -119.94275328242801
0.0 9529854.743240356 11048901.091918945 8608875.575333595 1044.3922317922043 3180.1711368695724 -1646.3419285190998 51681356.91929697 853.2702689691711 -354230340628.37415 160138923680.2188 7976650593.302512 -15323.262103509824 -45916.16908329363 -403.31156070309106
0.0 -396496697120.1504 -28362461154.238632 1710908446.3435657 3728.5902409889613 -51486.86104397439 -376.97297633552233 25776975.618814103 789.939632119232 89621058628.78055 -130476521873.48265 -3768194818.085085 8030.438343461163 22818.636987083402 -643.2837812415779
0.0 68178149324.58002 120987951630.21793 -4135872092.3208747 -19123.39659293333 3024.908929791516 604.6984711810052 27268022.300999973 807.1779120983339 116826635563.88284 208624764395.66367 5654524886.654846 -17107.391696851075 28439.970884620903 546.241866045333
0.0 -395970045652.8612 -12218920618.544407 4876114345.620408 1307.4500818901647 -51552.945543981 -480.4069802702311 19051157.06206241 777.464874217244 -66421873981.59461 -53023985016.54669 -1163146809.7330873 -5846.388300538554 -39.07410456886646 -751.4222363439998
0.0 47025022101.80002 21346932496.88826 -3430144075.558441 1583.3127912574073 -2802.419107057809 666.3101471275346 20135599.828524392 774.5304533878763 51887896756.71275 380248274873.2535 4012624709.8167987 -52023.53861424296 9571.92755024885 670.0814301973451
0.0 147301475713.80927 -59423649677.40524 -5838877230.386366 -2534.0441889648027 24601.504382890118 -337.1575419540978 37643823.03397493 797.0177762760703 -35236574587.40109 136436920402.68002 1840620898.0121713 -7156.828846635524 -13942.96976145652 778.2141059894071
0.0 1828450.5063476562 -14931486.839698792 -15647806.743394613 4146.94294646447 1859.924011492305 307.1793518528809 37795893.80828992 816.1452799084058 -9663974986.45372 124747060771.82443 7583231141.537273 -1072.4907357249904 15065.774471956496 278.46295422460634
0.0 90988166733.25403 -162636477169.47614 177539365.36370873 13321.891524332676 26849.616077186336 -862.834169100598 49486482.13052718 813.8160786148335 82323351064.91518 367296690350.4205 2702782198.3004847 -51265.22937882543 11704.461345484997 747.267581446506
0.0 -4132852.8817749023 5990517.040538788 -10527075.399102211 2855.0304870961963 2067.72229388919 522.2140410460681 49202912.52260806 825.0100258546682 -204163771956.19388 -66886530539.697495 7422599164.463336 23231.2508047714 -13565.214179853207 -267.4400462956654
0.0 57816549715.39633 28477741427.767673 -5448092283.644001 0.04782420266565168 -3851.0344184561836 716.4636391697543 20267787.805329613 775.8495139356677 81208127699.43433 373686194331.1896 3672298066.4930735 -51250.93045670651 14128.890234231607 699.9312213889267
0.0 42158670040.00354 20416924610.565636 -3158671314.154303 1646.3339813327448 -2507.6253060620875 669.2075097612769 21593616.015664 785.354398978337 47250491326.31726 381018981903.4894 4604519414.375582 -51665.41179277096 10494.100332689837 638.8903902649023
0.0 72945668831.45058 253204187980.3942 10291472537.787706 -25269.438824815046 24248.147999878816 211.2586781656955 51834797.9385483 833.424080577978 -38861974436.86919 -64436314806.59 -2038668461.9934187 -4338.74060732545 2874.571531026674 -730.1049098650167
0.0 10967796256.555267 -2330252353.7432632 -3857733215.227213 1947.2628266499232 121.92087335348333 308.10995963737 52043003.31740838 864.3815818789237 -320493379020.7508 2943111704.055496 7821469945.128863 12716.754958364501 -39242.521767178805 -163.77481084786726
0.0 -339585485633.20447 -181359292076.3229 -2831712337.7144284 28548.82131269308 -44645.638441697796 -296.32230113634324 30221597.342811722 789.1223392732768 203008064596.81558 -81884338378.32883 -6281074399.549588 2099.7773363712367 34406.973581366015 -279.4717871104954
0.0 3671340.7178344727 -6234459.764785767 22948108.47513914 3262.7104133045505 1580.0706738261179 1140.3217063143538 30326089.39008775 792.8374019684857 72063802013.85793 108815694382.95764 5021974862.590005 3443.147440779321 19518.812161934857 -653.5765270513078
0.0 -171331741296.23166 -327483588580.1312 -2445315411.722657 49031.517194824446 -16550.84970094462 -605.9167445320369 45382542.85864687 807.1676753177136 342881612281.9228 105397418253.66449 -3021234336.657488 -12420.695053338617 53914.697915284836 720.9412736822219
0.0 -3385304.260360718 -423910.7047805786 -721385.1949958801 981.8315561638847 2803.9512881678056 16.983904157265556 45220950.391446695 828.0743283343296 -270347626024.09113 21367355825.336533 8007153195.964363 12616.699624381965 -30238.56008383049 47.719143168890014
0.0 30845140590.527206 253308460656.19705 15045097574.990194 -27492.313504311915 19820.23465173572 -182.38865655305486 75933338.62060732 857.9730772915054 295393009089.7742 -174269055206.40607 -6173681842.280612 31079.35782746937 45249.106419194824 313.36063504926625
0.0 7835023.1758880615 -3389124.7596435547 -6482056.757607162 1916.263670732169 2850.9205487915096 869.2457985792838 75672428.15583739 899.9059856656396 -95050069415.97437 -291607561228.1973 -5222874567.298198 41172.260477481504 -19590.170303707946 -559.2858385488443
0.0 44362080174.95122 74094270050.06314 6214422272.469336 3834.661626505891 -4013.237068674902 252.71728963595024 75319508.45695671 849.5047429948883 -210580080647.8794 -197994401742.9651 -2997105921.7585993 21427.838058903075 -34053.1424630213 -688.211387221314
0.0 9195681933.528229 3363288102.0888214 -1182597471.3992581 2717.412401750211 2226.662350914303 770.6568427309476 74487421.08409165 866.5032366887347 -197740375205.26334 -238417699698.21036 -3316144032.809123 29341.979626398665 -32548.039365252986 -653.1937568343326
0.0 -396328159659.7831 -28672304384.882828 12961118094.053963 4591.952060213686 -51312.18529593402 -887.2148269471062 62397532.50111434 853.6521840210979 31016872132.332092 100402420075.268 -1939250755.3881357 -8395.883852583192 -7141.648696363009 772.5811264641469
0.0 9059513.027435303 3828895.7577819824 -10284565.005100727 105.28935930597436 3737.973945179405 651.0155454969972 62498582.20689441 872.7962451713717 -341865625717.28613 116223082392.65063 6002793069.785035 -21327.442311831313 -39272.717566805746 1561.5055863359053
0.0 12881355302.584091 80154131441.73848 2608630344.139704 4294.671056330015 -4153.200228543721 712.9189815091867 46300178.30986176 804.4563988750365 -108036364851.54938 -101930573234.60632 5122594201.170025 17911.10077073679 5219.304454297344 -575.8642919062553
0.0 12442084.299499512 -2416146.132575989 10805176.974960804 1808.9347769520355 2324.2527823004457 -55.50341045802764 46200172.94454824 845.5402912529746 -256881982272.599 -39908833304.73439 7740944584.897325 20355.305988643428 -24642.50489998141 -328.79375942164944
0.0 115463649201.17444 35089467561.31967 -7617147845.508333 11790.93374583431 14013.289071748724 619.5207021480958 74397100.43430543 866.1686702534555 -189683744583.26462 -249010669716.00058 -3480460130.0993547 31505.422843050757 -31673.889853341876 -660.0837178635073
0.0 7244437.014465332 6051122.890525818 -2999691.7864329815 1879.5717478620463 1712.5225263294378 581.2764042687858 73781556.03768905 886.3156421122117 -275072704119.37494 -94587903944.88193 -84975870.12337744 3607.8331142156385 -38202.21177002996 -672.1782908355813
0.0 53446294483.19814 55586530849.25235 -10208025685.50792 6829.340941814218 2303.6064342414047 1553.8310187816264 58754817.36567021 856.0553294969006 -159131662372.28003 -272389286000.05035 2144948334.3785691 43384.17627555442 -10015.302382698077 -729.9941284269188
0.0 2861158717.026001 -633291704.3670654 -2058557062.7170544 2185.552501969043 1098.4142596049533 303.27108470362907 58516737.68982202 875.783000503126 -379265936577.7108 -54299834968.30208 6367176441.709017 13798.485440254315 -48293.005507048474 -459.7076095542034
0.0 84606867228.66837 236425621168.09723 -9119663330.24421 -32286.27823883917 5047.250139269083 1576.7574514666019 75647769.47334301 850.8704179141075 -138956274721.25888 -33223724965.55548 -516880131.4576343 -8936.484852927497 -12537.096066283866 -758.6436686715284
0.0 -2181875.4333496094 -9241152.500297546 18830300.379722834 113.97845661885003 1983.5065783498394 707.4024795297181 75462928.98944084 856.4287608432518 -144617308517.35272 -33732752745.125305 -537948745.5315262 -9326.863413300165 -13336.59036313348 -320.8189244641583
0.0 40665177935.59677 -283697721276.6146 -1428064311.7071147 44796.35336250522 14319.263854797893 -862.5194388056757 56306672.194081545 850.9054343245742 125042103708.05005 271805725218.95068 5430325807.39656 -29937.193569215466 29014.515793182698 568.2001724297065
0.0 -1051377.027130127 -4015614.572982788 3476050.1480511427 962.2482131112884 3450.8031469573943 -733.4946653017412 56111271.566713974 864.4005606833543 -359196655626.4097 174673948386.91278 7649976589.04486 -22843.451402717757 -44256.83013150205 -240.75254182554124
0.0 -324339548616.2736 196209068479.9977 -733400218.805332 -29551.81656726126 -37495.008803818186 336.36023171986596 39872637.40334321 820.559628635395 14942746201.61942 -358357444486.2487 -5270318835.325824 54871.97924982012 2192.926562224995 -485.85894153787484
0.0 24826094736.203156 10166247646.110207 -2557799824.7656856 2316.8178223651876 -718.0422938875236 671.8344121676955 40266745.00201064 830.4440698029717 -53532949195.25467 95681947986.05069 7993945422.234699 -540.3049380428893 10548.24489768094 6.338965315462367
0.0 112773886476.84616 -227247316053.01617 -7293820808.093047 25918.933079884984 26279.67499832518 -353.8970465975983 36470974.654523455 791.8863521870411 57415271084.96193 160559650049.75595 -2790019766.1872454 -22568.67031603299 -2506.125216729797 736.4194020847387
0.0 9281552.403930664 5767599.28993988 -951496.0073490143 3184.6031574334756 1695.737734424205 -71.4179134197274 36642453.77184376 806.478994957371 15455493169.01558 120295859053.01692 6886683415.258141 1088.0439266145331 15629.314249452847 552.6835874178078
0.0 -21917630831.387558 -290096299924.89795 5091528555.389622 40511.73913519662 10444.03533259817 -1191.8785425995961 35637899.61939788 796.7729326339031 139645765786.9539 122322161323.75647 -5380053195.920238 -23655.588098960856 13123.07362762083 488.07439606306014
0.0 23064268595.560883 11780565615.860909 -2234805160.905196 2481.023962148962 -500.07440337818116 657.1685315837035 36036361.61091745 820.9235230107312 -5538968339.403534 192766020405.63055 7809873752.663205 -17648.72666978953 16888.470826790508 163.28871068307052
0.0 118017082592.5306 78179053951.50113 644283403.273442 8932.916209717103 16792.73234359904 570.4743882413222 68999347.40574372 867.7878437205484 -105012198979.4071 -354163232892.28735 -3185748637.048119 52860.30133084356 -13978.352242119943 -678.4480633380623
0.0 8364999.278167725 -3085280.0806121826 9916416.469308853 1773.0518001199089 1530.0669960946107 254.57436241326042 68413088.76127137 900.7943536342544 -354558023409.5025 -79095257043.58601 2663449369.9289436 5723.545852336491 -47707.51637215232 -789.0184892807456
0.0 155113554550.27747 -250070028314.8047 -9495122486.929296 33473.08015374254 31493.651393296783 -288.3696121226465 56862281.38418124 837.493475565527 65913035861.32634 305800440023.03345 6427308724.187126 -36706.6047479008 21522.069617803594 455.2505867323065
0.0 3104855.0087280273 2209435.51411438 -5680689.390574932 665.6486379662056 2832.448623634911 -901.2698255177352 56789145.50672625 863.171151104699 -376503487232.42346 132216207256.84467 7318899407.788944 -17650.08398837491 -47185.19919645686 -84.39488853022435
0.0 664618443.8667297 88916958522.77115 -1697052862.6762357 -2555.2463429519103 -7739.330428295034 879.1352808695922 69338468.25131416 828.0578943602792 -229216932630.11557 -233686821586.85107 -2396758844.1115646 28751.441056149575 -35982.10705574641 -715.1123207743085
0.0 642699.5507202148 6876494.815765381 6887032.481153846 1707.8627551072668 2243.8638951114735 693.8688568786226 68500194.2630931 879.666056010576 -269363926683.51602 -194524999832.09824 -1166995507.318831 21740.956432885592 -40155.74703053798 -708.1090813173369
0.0 100767914586.36594 130463103238.62949 -1668075378.12723 -22332.028728172525 4358.147318478721 380.2639263115818 36057512.68782359 796.5662700307837 -59157836853.68383 78829508256.24379 7338142489.988915 7583.898348398314 2090.1988440519744 303.4515450647056
0.0 -4436811.794799805 10484736.855705261 548518.9571585655 2719.7524519571034 3351.0390720809337 1735.46712584967 36195226.63339881 819.6100473976843 -53796822692.322205 116205345324.07535 8001292052.20716 -7440.078006693711 13504.48461463739 -1134.4288898392504
0.0 175966530870.85568 77678386232.12541 -8017306273.744823 -19028.470405397045 22855.030474305975 2411.5749591817066 72271887.86007562 849.4348573584165 -124425316044.86304 55405496225.238846 5121300242.830411 -13396.770396372596 1516.6435681208932 -575.1178632076503
0.0 1478604.7966766357 -4478630.947891235 513216.62094283104 211.0554749761941 2255.7286896701116 -288.56121594096635 72049829.92331438 893.5763289535365 -203708157748.99155 19828198053.90738 2075762833.5213172 -15104.053848193984 -18915.64488230735 -671.2582543664134
0.0 -18289244363.459126 82461239749.8656 17218959662.38167 6017.278830673749 -71.93721655775869 93.63211422569526 77179766.47598311 918.0184622005751 -1282252540.1686707 -219011072847.50555 -6632964552.350315 31916.901232461427 -9341.636446022792 -101.00866938645089
0.0 927991.152923584 3588376.018623352 6326591.252792001 1294.163452039676 1546.9484422432033 643.5712157658861 76919916.89587574 925.429746330012 -122056517665.77344 -107687868680.36636 -4133675136.7360935 3678.3053529254175 -20223.62332463682 -631.8271050541787
0.0 -395758504819.1996 1177905852.94878 5627035374.799182 -829.6797989985635 -51391.33862674029 -526.7204391455762 17554718.866293818 778.3966286464479 -100849524342.4397 -36663384125.90738 -380404448.01491344 -8138.250491684688 -4705.067697282891 -759.9763325713951
0.0 47690896534.182526 22457781504.273132 -3418662348.2777877 1515.690825541069 -3035.527967585909 666.6689532105595 18448041.15048914 783.0257689771778 48271912131.43494 375875381601.99304 3400448047.892139 -51856.24523352737 6993.567931723912 707.9097757802864
0.0 74258391543.54675 -3990608075.046875 -3569956542.478437 -7038.918943820694 10.251897983074741 192.46541255867132 58502125.19644077 844.4846194105758 -335410536018.8631 218158435276.90234 7929070989.884149 -28561.035025417823 -42736.491733556235 -98.86943791151617
0.0 3267900155.863243 -11104950564.388306 -3013179036.731533 -20.65338360118767 1434.8291155349598 -624.3711718511968 58073085.15593446 879.7639322234617 -269688512868.36603 292069643942.9186 7981895895.605424 -39182.10557287601 -32740.84957755039 43.88519525888019
0.0 -394171205382.24 -50984087624.6719 8286933763.19296 6737.179644490938 -51062.270955291155 -766.8871817911778 45675597.89854903 820.5243470476711 228064796361.91574 -229171199258.88876 -6420887700.618526 40322.701010959616 32443.614318218537 226.73185271659116
0.0 10080424.617462158 4249673.404319763 -7378829.680835724 1888.633505875241 2341.7153156179556 -785.9767982029573 45892649.17784632 841.216169499188 -278217068579.6028 7280904149.991623 7970236061.238138 14420.353880333241 -30918.243943236124 -2200.633771584034
0.0 127137948800.75652 106517061302.87236 759524835.3367853 2999.0432889992408 23884.547509191216 1017.997106023397 39406686.31767757 794.8583255104558 -214422128604.3377 144209394344.5271 5960241676.696161 -27309.079172333753 -15695.389307776912 -496.73417179570595
0.0 -4437538.116271973 6259905.426208496 -16431837.583147407 3398.4423875845223 2959.139505994066 1285.133824346468 39754026.71060074 807.8390212530404 -50836655387.28873 119407284627.89099 8006309877.349138 -6276.58107093926 13483.461766976494 -654.242088882084
0.0 55223715393.780975 51446288683.79237 -6494377822.843585 -9214.208225304952 708.1126336390771 -480.37091825802895 74509733.09689182 841.8716887370098 -229023112465.3237 33692122605.725464 2662772522.023886 -16286.075397875185 -22914.09163899362 -712.183453535005
0.0 -1260425.9984588623 -1996312.6110076904 -9708099.719040394 816.555830362744 1747.1344249104368 -696.505374227366 73634697.17031428 862.496641385121 -256446177081.52182 23581293095.837402 2546712603.13517 -14607.86046709763 -28470.363622823534 -701.0276357771199
0.0 43129447049.703285 -324221267632.2005 -4670472841.344916 45916.01928279101 16111.467483702972 -567.4232444781833 28042826.386526864 784.0958057356303 71801653287.5027 40822469876.88431 -5679453443.624104 -9115.479683854694 -70.17497378757253 434.85384408773797
0.0 5230616556.766663 1815110064.8753548 -2103561333.6424978 2309.40063975011 1141.608715433049 566.5961540727019 28280772.707656283 799.5765402179089 93591085621.8516 206493052121.55725 6179798963.123339 -18003.861896989918 27736.15434115947 382.0073710237998
0.0 121691585396.94283 -116811222486.50676 824159049.7265095 8050.755629012434 26281.206243912166 -964.0770893066513 44973004.83745917 804.9820717801676 -35298229902.82097 320081001857.1723 2682613781.7554045 -42087.9444212665 -11449.23455915709 749.2020911061634
0.0 -9018313.432159424 -1993266.3764572144 20637899.008619964 2447.2997022841882 2164.4214977673 356.4245501267502 44798140.44194272 834.3660612720182 -129594872995.55408 6352477584.911713 7918825470.697044 13660.26432589588 -564.6608869116899 261.62300396363065
