Label Ep_x Ep_y Ep_z Ev_x Ev_y Ev_z t_t m_0 |Delta_a| |Delta_e| cos(Delta_i) Delta_Omega Delta_omega Delta_theta
0.0 24247600.78063965 28889599.078338623 417293.72696733475 335.2071855766808 1887.1828207677427 1048.6991951537266 73406625.50216009 859.0532759319244 78346008191.4967 0.07670913525656145 0.9994814184301668 -2.2777507440569726 0.06385536974232853 -0.27793982535919237
0.0 -674252.5376586914 -58268.11915588379 1615780.4870090485 -4678.022924770564 2944.6581858859936 5959.533344940539 66412623.7187234 872.2151473537087 78346012744.37222 0.0767096422648064 0.999481474093281 -2.277767787610665 0.06386696542766224 -2.471632789922501
0.0 -95656238.1522522 -51169415.75480652 15291025.838102221 -394.34381002315445 28.57569744306602 653.983112979292 76306020.50125742 855.7619303973404 78346010180.94919 0.0767091726101077 0.9994814192447375 -2.2777539768545 0.06386512488276974 0.1484521221075238
0.0 17075073.307159424 18219463.018997192 5067517.476648331 -2502.959554651108 264.1584537201488 315.64347231458817 75152017.74774848 896.8376314797114 78346052687.49765 0.07671192232327462 0.9994816857051811 -2.2778677053853027 0.06402387838398127 -0.1757070291423053
1.0 2932748.1965255737 5168008.147766113 233288.2698122263 -574.3116301162954 -994.7788352602511 -147.4032232775698 77409612.62370315 844.4143974121151 78346054035.91559 0.07671193859657899 0.9994816851030772 -2.277869689571198 0.06403072046137126 0.18463682870364506
1.0 10093395.009155273 -3391079.1758117676 2427244.10931468 -168.1515621921253 242.91007857440127 411.1185493393277 75345444.51957314 871.8894669007309 78346009059.67636 0.07670913072592786 0.9994814161268702 -2.27775167815993 0.06386015701997305 0.0688440101543576
0.0 13469277.254722595 6101649.843048096 9404848.663470626 -403.38678350015107 1920.3344517228743 1346.752662294571 76728033.14958103 878.0712906073073 78346011307.82086 0.07670923150836671 0.9994814245230725 -2.277756671555786 0.06386968981667884 0.10185207798918128
0.0 -5414173.997741699 -5344890.406051636 -46105013.39425254 -3075.0577575445786 355.9741690976334 389.2672153943075 75933756.03255248 885.2055696535737 78346052821.30374 0.07671190668924566 0.9994816834444437 -2.277867507593217 0.06402499636936287 -0.006399602423632578
0.0 -15657616.462310791 -44687881.73660278 -17736136.544656754 13129.224000423172 6600.5257531921925 -1214.524519789209 73588776.41535217 886.9696476405395 78346022742.60431 0.07671005870414624 0.9994815073760924 -2.277789267844841 0.06391016960531282 4.152584350052793
0.0 -1019663.0458984375 -2687183.172340393 -6062881.893359184 1893.8037330890093 946.4001913687025 257.8500934608214 70722959.17480744 875.7725576992851 78346006026.58493 0.07670908002801236 0.9994814156828428 -2.2777468925117894 0.0638451253693626 -0.6182360441590484
0.0 7604900.732635498 9627101.126159668 1946743.271492958 -2411.928185055571 530.2044580541115 1420.3633586972246 75176566.97890265 885.0356934664619 78346051820.63422 0.0767118662152093 0.9994816802677271 -2.277865385327681 0.06402064162022914 -0.056307638237564905
0.0 -14282810.053573608 -10294459.668823242 -20362297.60701275 -221.28176999493735 55.314199367735455 -352.8594654179634 77030561.70310825 882.6749779882025 78346052955.67728 0.07671188134710631 0.9994816799438626 -2.277867088339751 0.06402636450896892 0.23938525227425334
1.0 -17668660.445861816 2299393.1627578735 -4162721.848642707 91.22761376156336 115.68331386853242 -132.15671476962916 72683341.41426855 859.8258741023533 78346044036.99814 0.07671144634392343 0.9994816421531392 -2.2778464737656 0.06398944226330983 0.3542355677786325
0.0 -4453151.297264099 -24382123.68875122 -23812816.830444336 -1475.2533368809163 1017.2916712964388 785.2456412597936 74263387.14930145 872.2888405785162 78346050052.61844 0.07671178157093825 0.9994816729791509 -2.277861335121686 0.06401328178907573 -0.04732305231562986
0.0 8010208.187957764 2891258.8924865723 -6117410.024136543 -2783.847010613368 6342.340675213871 -533.7995443451138 40190932.65927965 804.648633310447 78345992236.54187 0.07670914383012695 0.999481451226032 -2.2777318685953496 0.06376929267429876 0.46149191536015666
0.0 -631697.9735870361 5581395.4494018555 4622235.024913549 489.21808757247345 11218.131657229453 -1441.3152004468452 62711732.68520581 834.772413309113 78346000551.75595 0.07670897823278311 0.9994814135687782 -2.277738018946905 0.06381825450217882 -1.7312561619952112
1.0 7509883.679344177 3581455.922454834 5363856.557832718 -1168.3040533123203 398.2161019847399 680.9806456494774 72980810.3331815 842.4112632929676 78346050845.4556 0.07671187186055256 0.99948168292523 -2.2778643488312555 0.06401525017480214 -0.4544916058009777
0.0 3736146.149810791 5060245.105789185 -12197561.079103947 2137.363901932161 1689.5381040797874 -968.6000736862659 69085388.51428589 867.1454206935907 78346041212.45288 0.07671137727501239 0.9994816389506123 -2.2778415170387 0.06397600046397578 -0.10781504691415922
1.0 4504022.037567139 1101796.0719490051 569470.0322132111 581.6907998739216 377.66389275470283 291.5354308465895 68314532.65981105 851.4841006840243 78346043240.99768 0.07671153063752036 0.9994816544906349 -2.2778474510692845 0.06398301320868338 -0.5859118214791996
0.0 4029323.047241211 2612191.06842041 1135350.4319386482 -7956.668351542073 -1937.928622340689 3558.9855168289464 67225242.95362633 822.9721777061767 78346014001.87079 0.07670969742291801 0.9994814786343555 -2.2777705528743573 0.06387232850592905 -2.4297437573727887
0.0 6809016.302062988 2535519.1863327026 4137315.4962460995 1114.847875400943 1359.976797037958 -1074.1784408210065 68405808.96036409 831.4282921615129 78346040239.69168 0.0767113361826155 0.9994816356394127 -2.2778394139839473 0.0639718116378365 -0.12721301729690726
1.0 2684669.9995651245 -2283595.3702697754 12629614.86010933 -671.7366261149982 1702.46676521448 771.3474636137787 77509717.66872734 872.35208309931 78346012842.3349 0.07670930531052661 0.9994814308935391 -2.277760194559053 0.0638760690611182 0.091613001527409
0.0 -2816823.480529785 -10692760.377166748 -16566694.56722045 715.3122654460349 7488.810749469833 -5961.595850028792 60863500.000362314 826.4904964514412 78346037514.09814 0.07671139542211951 0.99948164861327 -2.2778375114769123 0.06395563650712965 -1.553166095539244
1.0 -819289.1834411621 -886548.6288757324 15172656.43842411 -98.57375750726351 1650.955189701861 1013.7631465349691 74679214.16161342 881.6712962760656 78346010648.84222 0.07670925279844484 0.999481428549657 -2.277756371007512 0.06386560174182065 -0.30398789807165816
1.0 -2701541.724243164 -763845.4424591064 4970800.854733467 683.1836555140362 1705.8092541013866 712.9755590556917 72360219.22359684 862.4020279833402 78346007155.41046 0.07670910146603561 0.9994814161760807 -2.2777487323874097 0.06385065428834569 -0.38455445080134865
0.0 -6229289.253036499 23448038.49255371 10204430.041452408 -659.5961032075502 -94.30811430546419 -393.0991363563349 76091380.97173183 852.1519551576018 78346051724.68613 0.07671183179575565 0.9994816760664187 -2.277864483054806 0.0640210013675846 0.175808862477823
0.0 -3003229.9748306274 -4477065.600219727 -949334.1175208688 336.46406983898123 8471.598907402198 504.27358795273733 36663950.99571899 799.1499478716777 78345987474.03412 0.07670894882824617 0.9994814358007336 -2.2777217137541443 0.06374862742054965 -5.870473334451988
1.0 -1373970.1500930786 2789096.771209717 4179579.9210882187 -1037.7605859654177 0.12163436381069914 -889.5590146268702 76994799.5651747 846.039985385164 78346051909.52777 0.0767118156570239 0.999481673639947 -2.277864334719374 0.06402240683913352 0.36901880528270814
0.0 11024798.143798828 19013832.678398132 28248792.407658577 1166.3390644173323 1170.1902110300834 -140.18520614193312 67106026.224368624 859.0033238593734 78346040319.69797 0.07671138149044904 0.9994816412620177 -2.277840546347704 0.06397108896194492 -0.453980093923513
0.0 8786223.797912598 1057971.5047912598 20490573.712795258 922.4351480388214 814.1470798483933 -161.12481854720795 68085591.89365716 853.513214933893 78346041832.30032 0.07671144777350858 0.9994816467152426 -2.2778438711075135 0.0639775416742232 -0.44023922462282894
